b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b1400,predicted hexapeptide repeat acetyltransferase,COG0663,general function prediction only,R,poorly characterized
b1406,"predicted oxidoreductase, NAD(P)-binding",COG0667,general function prediction only,R,poorly characterized
b1409,predicted CDP-diglyceride synthase,COG4589,general function prediction only,R,poorly characterized
b1414,"conserved SAM-binding protein, DUF218 superfamily",COG1434,general function prediction only,R,poorly characterized
b1423,predicted metalloenzyme,COG5383,general function prediction only,R,poorly characterized
b1449,"predicted NADP-dependent, Zn-dependent oxidoreductase",COG2130,general function prediction only,R,poorly characterized
b1452,conserved protein,COG3391,general function prediction only,R,poorly characterized
b1464,"conserved predicted enzyme, PhzC-PhzF family",COG0384,general function prediction only,R,poorly characterized
b1494,predicted peptidase,COG0612,general function prediction only,R,poorly characterized
b1496,fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component,COG4178,general function prediction only,R,poorly characterized
b1580,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG1063,general function prediction only,R,poorly characterized
b1581,D-mannonate dehydratase (EC 4.2.1.8),COG4948,general function prediction only,R,poorly characterized
b1582,"inner membrane protein, UPF0060 family",COG1742,general function prediction only,R,poorly characterized
b1601,pheromone AI-2 transporter,COG0628,general function prediction only,R,poorly characterized
b1606,"dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme",COG1028,general function prediction only,R,poorly characterized
b1619,"7-alpha-hydroxysteroid dehydrogenase, NAD-dependent",COG1028,general function prediction only,R,poorly characterized
b1622,"bifunctional beta-cystathionase, PLP-dependent/regulator of maltose regulon",COG1168,general function prediction only,R,poorly characterized
b1624,predicted oxidoreductase,COG0673,general function prediction only,R,poorly characterized
b1647,predicted oxidoreductase,COG4989,general function prediction only,R,poorly characterized
b1648,conserved protein,COG3313,general function prediction only,R,poorly characterized
b1668,conserved protein with FAD/NAD(P)-binding domain,COG4529,general function prediction only,R,poorly characterized
b1688,"inner membrane protein, UPF0118 family",COG0628,general function prediction only,R,poorly characterized
b1727,2-deoxyglucose-6-P phosphatase,COG0637,general function prediction only,R,poorly characterized
b1728,inner membrane protein regulated by LexA,COG1988,general function prediction only,R,poorly characterized
b1754,conserved protein,COG4134,general function prediction only,R,poorly characterized
b1755,"Predicted inner membrane ABC transporter permease, function unknown",COG4135,general function prediction only,R,poorly characterized
b1756,predicted transporter subunit: ATP-binding component of ABC superfamily,COG4136,general function prediction only,R,poorly characterized
b1768,nicotinamidase/pyrazinamidase,COG1335,general function prediction only,R,poorly characterized
b1771,"alpha-Keto reductase, NADH-dependent; can use methylglyoxal as substrate",COG0667,general function prediction only,R,poorly characterized
b1774,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG1063,general function prediction only,R,poorly characterized
b1776,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG1063,general function prediction only,R,poorly characterized
b1784,conserved protein,COG2718,general function prediction only,R,poorly characterized
b1793,conserved outer membrane lipoprotein,COG3042,general function prediction only,R,poorly characterized
b1795,"conserved protein, UPF0410 family",COG2261,general function prediction only,R,poorly characterized
b1802,predicted 2Fe-2S cluster-containing protein,COG4638,general function prediction only,R,poorly characterized
b1843,conserved protein,COG0388,general function prediction only,R,poorly characterized
b1867,predicted hydrolase,COG1335,general function prediction only,R,poorly characterized
b1875,predicted metal-binding enzyme,COG3102,general function prediction only,R,poorly characterized
b1929,predicted inner membrane protein,COG2391,general function prediction only,R,poorly characterized
b1962,"predicted hydrolase, HD superfamily",COG1418,general function prediction only,R,poorly characterized
b1967,chaperone Hsp31. Cysteine peptidase. MEROPS family C56,COG0693,general function prediction only,R,poorly characterized
b2013,"inner membrane protein, UPF0394 family",COG2391,general function prediction only,R,poorly characterized
b2033,predicted lipopolysaccharide biosynthesis O-acetyl transferase,COG0110,general function prediction only,R,poorly characterized
b2054,predicted acyl transferase,COG0110,general function prediction only,R,poorly characterized
b2070,conserved protein,COG4248,general function prediction only,R,poorly characterized
b2086,"phosphatidylglycerol kinase, metal-dependent",COG1597,general function prediction only,R,poorly characterized
b2091,galactitol 1-phosphate 5-dehydrogenase (EC 1.1.1.251),COG1063,general function prediction only,R,poorly characterized
b2119,predicted transporter subunit: ATP-binding component of ABC superfamily,COG0714,general function prediction only,R,poorly characterized
b2137,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,general function prediction only,R,poorly characterized
b2141,"inner membrane protein, UPF0299 family",COG1380,general function prediction only,R,poorly characterized
b2146,"Dihydropyrimidine dehydrogenase, NADH-dependent, subunit A",COG0493,general function prediction only,R,poorly characterized
b2173,predicted enzyme,COG0523,general function prediction only,R,poorly characterized
b2247,L-rhamnonate dehydratase (EC 4.2.1.90),COG4948,general function prediction only,R,poorly characterized
b2249,conserved protein,COG1058,general function prediction only,R,poorly characterized
b2263,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)",COG0596,general function prediction only,R,poorly characterized
b2267,predicted acyltransferase with acyl-CoA N-acyltransferase domain,COG2153,general function prediction only,R,poorly characterized
b2270,conserved protein,COG2304,general function prediction only,R,poorly characterized
b2291,5'-nucleotidase,COG1896,general function prediction only,R,poorly characterized
b2293,sugar phosphatas,COG0637,general function prediction only,R,poorly characterized
b2298,predicted inner membrane protein,COG1288,general function prediction only,R,poorly characterized
b2300,phosphodiesterase activity on bis-pNPP,COG0622,general function prediction only,R,poorly characterized
b2304,conserved protein with NAD(P)-binding Rossmann-fold domain,COG1090,general function prediction only,R,poorly characterized
b2320,4-phosphoerythronate dehydrogenase (EC 1.1.1.290),COG0111,general function prediction only,R,poorly characterized
b2361,CPS-53 (KpLE1) prophage; conserved protein,COG1896,general function prediction only,R,poorly characterized
b2365,D-serine permease DsdX (TC 2.A.8.1.5),COG2610,general function prediction only,R,poorly characterized
b2372,predicted transporter,COG0679,general function prediction only,R,poorly characterized
b2410,predicted inner membrane protein,COG0385,general function prediction only,R,poorly characterized
b2426,predicted short-chain oxidoreductase,COG1028,general function prediction only,R,poorly characterized
b2468,fused predicted oxidoreductase: FeS binding subunit/NAD/FAD-binding subunit,COG0493,general function prediction only,R,poorly characterized
b2473,predicted hydrolase,COG0400,general function prediction only,R,poorly characterized
b2475,conserved protein,COG2321,general function prediction only,R,poorly characterized
b2493,predicted inner membrane protein,COG0628,general function prediction only,R,poorly characterized
b2494,"predicted peptidase, has TPR repeats",COG4783,general function prediction only,R,poorly characterized
b2511,GTPase; multicopy suppressor of ftsJ,COG1160,general function prediction only,R,poorly characterized
b2520,conserved protein,COG2373,general function prediction only,R,poorly characterized
b2538,phenylpropionate dioxygenase alpha subunit (EC 1.14.12.19),COG4638,general function prediction only,R,poorly characterized
b2541,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase (EC 1.3.1.-)",COG1028,general function prediction only,R,poorly characterized
b2545,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG1063,general function prediction only,R,poorly characterized
b2611,predicted inner membrane protein,COG4137,general function prediction only,R,poorly characterized
b2632,CP4-57 prophage; predicted GTP-binding protein,COG3596,general function prediction only,R,poorly characterized
b2690,fructose-1-P and 6-phosphogluconate phosphatase,COG0637,general function prediction only,R,poorly characterized
b2705,sorbitol-6-phosphate dehydrogenase,COG1028,general function prediction only,R,poorly characterized
b2726,Hydrogenase-3 nickel incorporation protein HypA,COG0375,general function prediction only,R,poorly characterized
b2740,predicted transporter,COG2610,general function prediction only,R,poorly characterized
b2774,predicted dehydrogenase,COG1028,general function prediction only,R,poorly characterized
b2777,conserved protein,COG0602,general function prediction only,R,poorly characterized
b2787,D-glucarate dehydratase (EC 4.2.1.40),COG4948,general function prediction only,R,poorly characterized
b2788,D-glucarate dehydratase (EC 4.2.1.40),COG4948,general function prediction only,R,poorly characterized
b2795,"conserved protein, UPF0717 family",COG1611,general function prediction only,R,poorly characterized
b2834,"predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase; suppresses tyrosine requirement of tyrA14 O6 strain",COG0667,general function prediction only,R,poorly characterized
b2842,2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125),COG1028,general function prediction only,R,poorly characterized
b2878,"selenate reductase, Fe-S subunit",COG0493,general function prediction only,R,poorly characterized
b2879,predicted chlorohydrolase/aminohydrolase,COG0402,general function prediction only,R,poorly characterized
b2883,guanine deaminase (EC 3.5.4.3),COG0402,general function prediction only,R,poorly characterized
b2887,fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit,COG0493,general function prediction only,R,poorly characterized
b2902,predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,general function prediction only,R,poorly characterized
b2913,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),COG0111,general function prediction only,R,poorly characterized
b4465,predicted dehydrogenase,COG1063,general function prediction only,R,poorly characterized
b2944,conserved protein,COG3091,general function prediction only,R,poorly characterized
b2951,"predicted enzyme, binds pyridoxal 5'-phosphate",COG0325,general function prediction only,R,poorly characterized
b2991,Hydrogenase-1 and 2 nickel incorporation protein HybF,COG0375,general function prediction only,R,poorly characterized
b3001,L-glyceraldehyde 3-phosphate reductase,COG0667,general function prediction only,R,poorly characterized
b3003,predicted oxidoreductase,COG1028,general function prediction only,R,poorly characterized
b3028,NADPH quinone reductase,COG2249,general function prediction only,R,poorly characterized
b3031,acyl CoA esterase in vitro,COG3150,general function prediction only,R,poorly characterized
b3055,SH3 domain protein,COG3103,general function prediction only,R,poorly characterized
b3085,predicted metal dependent hydrolase,COG1451,general function prediction only,R,poorly characterized
b3087,predicted NAD(P)-binding dehydrogenase,COG0673,general function prediction only,R,poorly characterized
b3106,redox-sensitive bicupin,COG1741,general function prediction only,R,poorly characterized
b3152,predicted nucleoside-diphosphate-sugar epimerase,COG0702,general function prediction only,R,poorly characterized
b3153,predicted intracellular protease,COG0693,general function prediction only,R,poorly characterized
b3156,predicted acyltransferase with acyl-CoA N-acyltransferase domain,COG3153,general function prediction only,R,poorly characterized
b3160,predicted enzyme,COG2141,general function prediction only,R,poorly characterized
b3198,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,COG1778,general function prediction only,R,poorly characterized
b3211,predicted Fe-S oxidoreductase,COG1242,general function prediction only,R,poorly characterized
b3213,glutamate synthase (NADPH) small subunit (EC 1.4.1.13),COG0493,general function prediction only,R,poorly characterized
b3220,conserved protein,COG4804,general function prediction only,R,poorly characterized
b3228,ClpXP protease specificity-enhancing factor,COG2969,general function prediction only,R,poorly characterized
b3232,conserved protein with nucleoside triphosphate hydrolase domain,COG1485,general function prediction only,R,poorly characterized
b3244,microcin-processing peptidase 2. Unknown type peptidase. MEROPS family U62,COG0312,general function prediction only,R,poorly characterized
b3253,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG0604,general function prediction only,R,poorly characterized
b3279,conserved protein,COG0663,general function prediction only,R,poorly characterized
b4551,predicted protein,COG3529,general function prediction only,R,poorly characterized
b3351,"Kef-type potassium/proton antiporter accessory protein, CPA2 family (TC 2.A.37.1)",COG2249,general function prediction only,R,poorly characterized
b3352,fused predicted transporter subunits of ABC superfamily: ATP-binding components,COG0488,general function prediction only,R,poorly characterized
b3353,predicted hydrolase,COG0429,general function prediction only,R,poorly characterized
b3356,"conserved protein, OsmC family",COG1765,general function prediction only,R,poorly characterized
b3379,predicted hydrolase,COG1735,general function prediction only,R,poorly characterized
b3412,carboxylesterase BioH (pimeloyl-CoA synthesis) (EC 3.1.1.85),COG0596,general function prediction only,R,poorly characterized
b3413,protein required for the utilization of DNA as a carbon source,COG1040,general function prediction only,R,poorly characterized
b3415,gluconate permease GntT (TC 2.A.8.1.4),COG2610,general function prediction only,R,poorly characterized
b4476,"gluconate transporter, low affinity GNT 1 system",COG2610,general function prediction only,R,poorly characterized
b3439,quercetinase activity in vitro,COG1741,general function prediction only,R,poorly characterized
b3440,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG0673,general function prediction only,R,poorly characterized
b3474,"inner membrane protein, predicted membrane permease, UPF0118 family",COG0628,general function prediction only,R,poorly characterized
b3482,rhsB element core protein RshB,COG3209,general function prediction only,R,poorly characterized
b3492,predicted oxidoreductase with FAD/NAD(P)-binding domain,COG2081,general function prediction only,R,poorly characterized
b3527,predicted zinc-dependent peptidase,COG0612,general function prediction only,R,poorly characterized
b3548,conserved protein,COG5571,general function prediction only,R,poorly characterized
b3553,glyoxylate/hydroxypyruvate reductase B,COG1052,general function prediction only,R,poorly characterized
b3570,conserved protein,COG2992,general function prediction only,R,poorly characterized
b3593,rhsA element core protein RshA,COG3209,general function prediction only,R,poorly characterized
b3594,Predicted lyase containing HEAT-repeat,COG1413,general function prediction only,R,poorly characterized
b3605,"L-lactate dehydrogenase, FMN-linked",COG1304,general function prediction only,R,poorly characterized
b3616,L-threonine 3-dehydrogenase (EC 1.1.1.103),COG1063,general function prediction only,R,poorly characterized
b3679,predicted transporter,COG4146,general function prediction only,R,poorly characterized
b3685,predicted transporter,COG2985,general function prediction only,R,poorly characterized
b4478,galactonate dehydratase (EC 4.2.1.6),COG4948,general function prediction only,R,poorly characterized
b3697,sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase,COG0561,general function prediction only,R,poorly characterized
b3715,phosphoenolpyruvate and 6-phosphogluconate phosphatase,COG0637,general function prediction only,R,poorly characterized
b3746,fused predicted transcriptional regulator: sigma54 activator protein/conserved protein,COG0714,general function prediction only,R,poorly characterized
b3826,predicted hydrolase,COG0561,general function prediction only,R,poorly characterized
b3827,predicted inner membrane protein,COG0697,general function prediction only,R,poorly characterized
b3848,"conserved protein, UPF0029 family",COG1739,general function prediction only,R,poorly characterized
b4030,phosphate starvation inducible protein,COG3223,general function prediction only,R,poorly characterized
b4051,"quinone oxidoreductase, NADPH-dependent",COG0604,general function prediction only,R,poorly characterized
b4055,acid phosphatase (EC 3.1.3.2),COG3700,general function prediction only,R,poorly characterized
b4107,conserved protein,COG2764,general function prediction only,R,poorly characterized
b4127,predicted acyltransferase with acyl-CoA N-acyltransferase domain,COG2388,general function prediction only,R,poorly characterized
b4140,suppressor of F exclusion of phage T7,COG3030,general function prediction only,R,poorly characterized
b4210,"inner membrane protein, DMT transporter family",COG0697,general function prediction only,R,poorly characterized
b4211,NAD(P)H:quinone oxidoreductase,COG0702,general function prediction only,R,poorly characterized
b4216,predicted transcriptional regulator,COG3054,general function prediction only,R,poorly characterized
b4218,"inner membrane protein, UPF0053 family",COG1253,general function prediction only,R,poorly characterized
b4222,"conserved protein, UPF0131 family",COG2105,general function prediction only,R,poorly characterized
b4235,microcin-processing peptidase 1. Unknown type peptidase. MEROPS family U62,COG0312,general function prediction only,R,poorly characterized
b4237,ribonucleoside-triphosphate reductase class III activase subunit (EC 1.17.4.2),COG0602,general function prediction only,R,poorly characterized
b4249,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,general function prediction only,R,poorly characterized
b4265,L-idonate permease (TC 2.A.8.1.2),COG2610,general function prediction only,R,poorly characterized
b4266,5-keto-D-gluconate 5-reductase (EC 1.1.1.69),COG1028,general function prediction only,R,poorly characterized
b4267,L-idonate 5-dehydrogenase (EC 1.1.1.264),COG1063,general function prediction only,R,poorly characterized
b4280,predicted oxidoreductase,COG0673,general function prediction only,R,poorly characterized
b4296,gluconate permease GntP (TC 2.A.8.1.1),COG2610,general function prediction only,R,poorly characterized
b4303,KpLE2 phage-like element; predicted nucleoside triphosphatase,COG0434,general function prediction only,R,poorly characterized
b4307,KpLE2 phage-like element; predicted acetyltransferase,COG3153,general function prediction only,R,poorly characterized
b4321,D-fructuronate permease (TC 2.A.8.1.3),COG2610,general function prediction only,R,poorly characterized
b4352,predicted GTPase,COG0523,general function prediction only,R,poorly characterized
b4358,L-galactonate oxidoreductase,COG1063,general function prediction only,R,poorly characterized
b4391,fused predicted transporter subunits of ABC superfamily: ATP-binding components,COG0488,general function prediction only,R,poorly characterized
