b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b1226,respiratory nitrate reductase chaperone NarJ,COG2180,energy production and conversion,C,metabolism
b1227,respiratory nitrate reductase gamma subunit,COG2181,energy production and conversion,C,metabolism
b1241,acetaldehyde dehydrogenase (EC 1.2.1.10)/alcohol dehydrogenase AdhE (EC 1.1.1.1),COG1454,energy production and conversion,C,metabolism
b1276,aconitase (EC 4.2.1.3),COG1048,energy production and conversion,C,metabolism
b1300,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,COG1012,energy production and conversion,C,metabolism
b1378,fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein,COG0674,energy production and conversion,C,metabolism
b1380,"fermentative D-lactate dehydrogenase, NAD-dependent",COG1052,energy production and conversion,C,metabolism
b1385,phenylacetaldehyde dehydrogenase (EC 1.2.1.39),COG1012,energy production and conversion,C,metabolism
b1387,fused aldehyde dehydrogenase/enoyl-CoA hydratase,COG1012,energy production and conversion,C,metabolism
b1392,"Phenylacetyl-CoA oxygenase, NAD(P)H oxidoreductase componen",COG1018,energy production and conversion,C,metabolism
b1412,"NADH-azoreductase, FMN-dependent",COG1182,energy production and conversion,C,metabolism
b1415,lactaldehyde dehydrogenase (EC 1.2.1.22),COG1012,energy production and conversion,C,metabolism
b1418,cytochrome b561,COG3038,energy production and conversion,C,metabolism
b1444,gamma-aminobutyraldehyde dehydrogenase,COG1012,energy production and conversion,C,metabolism
b1462,conserved protein,COG1853,energy production and conversion,C,metabolism
b1465,respiratory nitrate reductase gamma subunit,COG2181,energy production and conversion,C,metabolism
b1466,respiratory nitrate reductase chaperone NarJ,COG2180,energy production and conversion,C,metabolism
b1467,respiratory nitrate reductase beta subunit,COG1140,energy production and conversion,C,metabolism
b1468,respiratory nitrate reductase alpha subunit apoprotein,COG5013,energy production and conversion,C,metabolism
b1474,formate dehydrogenase (quinone-dependent) catalytic subunit,COG0243,energy production and conversion,C,metabolism
b1475,formate dehydrogenase (quinone-dependent) iron-sulfur subunit,COG0437,energy production and conversion,C,metabolism
b1476,formate dehydrogenase gamma subunit (EC 1.2.1.2),COG2864,energy production and conversion,C,metabolism
b1479,NAD-dependent malic enzyme (EC 1.1.1.38),COG0281,energy production and conversion,C,metabolism
b1501,predicted oxidoreductase,COG0243,energy production and conversion,C,metabolism
b1518,autoinducer-2 (AI-2) degrading protein LsrG,COG1359,energy production and conversion,C,metabolism
b1519,trans-aconitate methyltransferase,COG4106,energy production and conversion,C,metabolism
b1525,succinate semialdehyde dehydrogenase (EC 1.2.1.16),COG1012,energy production and conversion,C,metabolism
b1539,"L-allo-threonine dehydrogenase, NAD(P)-binding",COG4221,energy production and conversion,C,metabolism
b1587,"probable selenate reductase, periplasmic",COG0243,energy production and conversion,C,metabolism
b1588,"S- and N-oxide reductase, A subunit, periplasmic",COG0243,energy production and conversion,C,metabolism
b1589,"oxidoreductase, Fe-S subunit",COG0437,energy production and conversion,C,metabolism
b1590,"oxidoreductase, membrane subunit",COG3302,energy production and conversion,C,metabolism
b1602,"pyridine nucleotide transhydrogenase, beta subunit",COG1282,energy production and conversion,C,metabolism
b1603,"pyridine nucleotide transhydrogenase, alpha subunit",COG3288,energy production and conversion,C,metabolism
b1611,"fumarase, class II (EC 4.2.1.2)",COG0114,energy production and conversion,C,metabolism
b1612,"fumarase, class I, homodimeric (EC 4.2.1.2)",COG1951,energy production and conversion,C,metabolism
b1627,electron transport complex protein required for the reduction of SoxR,COG4657,energy production and conversion,C,metabolism
b1628,"electron transport complex protein, iron-sulfur protein, required for the reduction of SoxR",COG2878,energy production and conversion,C,metabolism
b1629,electron transport complex protein required for the reduction of SoxR; predicted membrane-associated NADH oxidoreductase,COG4656,energy production and conversion,C,metabolism
b1630,electron transport complex protein required for the reduction of SoxR; predicted membrane protein,COG4658,energy production and conversion,C,metabolism
b1631,electron transport complex protein required for the reduction of SoxR,COG4659,energy production and conversion,C,metabolism
b1632,electron transport complex inner membrane NADH-quinone reductase required for the reduction of SoxR,COG4660,energy production and conversion,C,metabolism
b1650,"N-ethylmaleimide reductase, FMN-linked",COG1902,energy production and conversion,C,metabolism
b1671,predicted 4Fe-4S ferridoxin-type protein,COG0437,energy production and conversion,C,metabolism
b1673,predicted oxidoreductase,COG2414,energy production and conversion,C,metabolism
b1674,predicted 4Fe-4S ferridoxin-type protein,COG0437,energy production and conversion,C,metabolism
b1687,predicted FAD-linked oxidoreductase,COG0277,energy production and conversion,C,metabolism
b1697,electron transfer flavoprotein beta subunit,COG2086,energy production and conversion,C,metabolism
b1698,electron transfer flavoprotein alpha subunit apoprotein,COG2025,energy production and conversion,C,metabolism
b1699,predicted oxidoreductase with FAD/NAD(P)-binding domain,COG0644,energy production and conversion,C,metabolism
b1700,predicted 4Fe-4S ferredoxin-type protein,COG2440,energy production and conversion,C,metabolism
b1746,succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71),COG1012,energy production and conversion,C,metabolism
b1765,predicted oxidoreductase,COG0778,energy production and conversion,C,metabolism
b1800,"D-malate oxidase, NAD-dependent; probable tartrate dehydrogenase",COG0473,energy production and conversion,C,metabolism
b1803,predicted oxidoreductase,COG1018,energy production and conversion,C,metabolism
b1872,"trimethylamine N-oxide reductase system III, catalytic subunit",COG0243,energy production and conversion,C,metabolism
b1873,"TMAO reductase III (TorYZ), cytochrome c-type subunit",COG3005,energy production and conversion,C,metabolism
b1971,"membrane-anchored, periplasmic TMAO, DMSO reductase",COG2041,energy production and conversion,C,metabolism
b1972,inner membrane heme subunit for periplasmic YedYZ reductase,COG2717,energy production and conversion,C,metabolism
b1974,cytochrome b561 homolog,COG3038,energy production and conversion,C,metabolism
b2133,D-lactate dehydrogenase (EC 1.1.1.28),COG0277,energy production and conversion,C,metabolism
b2194,"heme lyase, CcmH subunit",COG4235,energy production and conversion,C,metabolism
b2196,"heme lyase, CcmF subunit",COG1138,energy production and conversion,C,metabolism
b2197,periplasmic heme chaperone,COG2332,energy production and conversion,C,metabolism
b2202,periplasmic nitrate reductase subunit NapC,COG3005,energy production and conversion,C,metabolism
b2203,periplasmic nitrate reductase subunit NapB,COG3043,energy production and conversion,C,metabolism
b2206,periplasmic nitrate reductase subunit NapA apoprotein,COG0243,energy production and conversion,C,metabolism
b2236,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,COG0633,energy production and conversion,C,metabolism
b2241,glycerol 3-phosphate dehydrogenase (quinone) subunit A (EC 1.1.5.3),COG0578,energy production and conversion,C,metabolism
b2243,glycerol 3-phosphate dehydrogenase (quinone) subunit C (EC 1.1.5.3),COG0247,energy production and conversion,C,metabolism
b2276,NADH dehydrogenase subunit N (EC 1.6.5.3),COG1007,energy production and conversion,C,metabolism
b2277,NADH dehydrogenase subunit M (EC 1.6.5.3),COG1008,energy production and conversion,C,metabolism
b2278,NADH dehydrogenase subunit L (EC 1.6.5.3),COG1009,energy production and conversion,C,metabolism
b2279,NADH dehydrogenase subunit K (EC 1.6.5.3),COG0713,energy production and conversion,C,metabolism
b2280,NADH dehydrogenase subunit J (EC 1.6.5.3),COG0839,energy production and conversion,C,metabolism
b2281,NADH dehydrogenase subunit I (EC 1.6.5.3),COG1143,energy production and conversion,C,metabolism
b2282,NADH dehydrogenase subunit H (EC 1.6.5.3),COG1005,energy production and conversion,C,metabolism
b2283,NADH dehydrogenase subunit G (EC 1.6.5.3),COG1034,energy production and conversion,C,metabolism
b2284,NADH dehydrogenase subunit F (EC 1.6.5.3),COG1894,energy production and conversion,C,metabolism
b2285,NADH dehydrogenase subunit E (EC 1.6.5.3),COG1905,energy production and conversion,C,metabolism
b2286,NADH dehydrogenase subunit C (EC 1.6.5.3)/NADH dehydrogenase subunit D (EC 1.6.5.3),COG0649,energy production and conversion,C,metabolism
b2287,NADH dehydrogenase subunit B (EC 1.6.5.3),COG0377,energy production and conversion,C,metabolism
b2288,NADH dehydrogenase subunit A (EC 1.6.5.3),COG0838,energy production and conversion,C,metabolism
b2296,acetate kinase (EC 2.7.2.1),COG0282,energy production and conversion,C,metabolism
b2297,phosphotransacetylase (EC 2.3.1.8),COG0280,energy production and conversion,C,metabolism
b2438,predicted carboxysome structural protein with predicted role in ethanolamine utilization,COG4577,energy production and conversion,C,metabolism
b2453,acetaldehyde reductase EutG (EC 1.1.1.-),COG1454,energy production and conversion,C,metabolism
b2455,acetaldehyde dehydrogenase (EC 1.2.1.10),COG1012,energy production and conversion,C,metabolism
b2456,Ethanolamine catabolic microcompartment shell protein,COG4576,energy production and conversion,C,metabolism
b2458,acetyl phosphotransacylase,COG0280,energy production and conversion,C,metabolism
b2463,allosteric NADP-dependent malic enzyme (EC 1.1.1.40),COG0281,energy production and conversion,C,metabolism
b2481,"hydrogenase 4, 4Fe-4S subunit",COG1142,energy production and conversion,C,metabolism
b2482,"hydrogenase 4, membrane subunit",COG0651,energy production and conversion,C,metabolism
b2483,"hydrogenase 4, membrane subunit",COG0650,energy production and conversion,C,metabolism
b2484,"hydrogenase 4, membrane subunit",COG1009,energy production and conversion,C,metabolism
b2485,"hydrogenase 4, membrane subunit",COG4237,energy production and conversion,C,metabolism
b2486,"hydrogenase 4, membrane subunit",COG0651,energy production and conversion,C,metabolism
b2487,"hydrogenase 4, subunit",COG3261,energy production and conversion,C,metabolism
b2488,"hydrogenase 4, Fe-S subunit",COG1143,energy production and conversion,C,metabolism
b2489,"hydrogenase 4, Fe-S subunit",COG3260,energy production and conversion,C,metabolism
b2525,[2Fe-2S] ferredoxin,COG0633,energy production and conversion,C,metabolism
b2552,fused nitric oxide dioxygenase/dihydropteridine reductase 2,COG1018,energy production and conversion,C,metabolism
b2584,inhibiting acetylase for acetyl-CoA synthetase,COG1042,energy production and conversion,C,metabolism
b2661,succinate semialdehyde dehydrogenase (EC 1.2.1.16),COG1012,energy production and conversion,C,metabolism
b2710,anaerobic nitric oxide reductase flavorubredoxin,COG0426,energy production and conversion,C,metabolism
b2713,"formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit",COG1142,energy production and conversion,C,metabolism
b2717,Hydrogenase 3 maturation peptidase Hycl. Aspartic peptidase. MEROPS family A31,COG0680,energy production and conversion,C,metabolism
b2719,"[NiFe]-hydrogenase III apoprotein, small subunit",COG3260,energy production and conversion,C,metabolism
b2720,formate hydrogenlyase complex iron-sulfur protein,COG1143,energy production and conversion,C,metabolism
b2721,"hydrogenase 3, large subunit",COG3261,energy production and conversion,C,metabolism
b2722,"hydrogenase 3, membrane subunit",COG0650,energy production and conversion,C,metabolism
b2723,"hydrogenase 3, membrane subunit",COG0651,energy production and conversion,C,metabolism
b2724,"hydrogenase 3, Fe-S subunit",COG1142,energy production and conversion,C,metabolism
b2766,predicted oxidoreductase with FAD/NAD(P)-binding domain,COG0644,energy production and conversion,C,metabolism
b2767,predicted 4Fe-4S cluster-containing protein,COG2440,energy production and conversion,C,metabolism
b2769,electron transfer flavoprotein alpha subunit apoprotein,COG2025,energy production and conversion,C,metabolism
b2770,electron transfer flavoprotein beta subunit,COG2086,energy production and conversion,C,metabolism
b4463,predicted FAD containing dehydrogenase,COG0277,energy production and conversion,C,metabolism
b2790,predicted flavoprotein,COG0716,energy production and conversion,C,metabolism
b2799,"L-1,2-propanediol oxidoreductase",COG1454,energy production and conversion,C,metabolism
b2866,"xanthine dehydrogenase, molybdenum binding subunit apoprotein (EC 1.17.1.4)",COG1529,energy production and conversion,C,metabolism
b2867,"xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)",COG1319,energy production and conversion,C,metabolism
b2868,"xanthine dehydrogenase, Fe-S binding subunit",COG2080,energy production and conversion,C,metabolism
b2880,"selenate reductase, FAD-binding subunit",COG1319,energy production and conversion,C,metabolism
b2881,"selenate reductase, molybdenum-binding subunit apoprotein",COG1529,energy production and conversion,C,metabolism
b2886,"predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit",COG1142,energy production and conversion,C,metabolism
b2895,flavodoxin 2,COG0716,energy production and conversion,C,metabolism
b2906,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)",COG0654,energy production and conversion,C,metabolism
b2907,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)/2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)",COG0654,energy production and conversion,C,metabolism
b2920,propionyl-CoA:succinate-CoA transferase,COG0427,energy production and conversion,C,metabolism
b2975,glycolate transporter,COG1620,energy production and conversion,C,metabolism
b2976,malate synthase (EC 2.3.3.9),COG2225,energy production and conversion,C,metabolism
b4467,glycolate oxidase iron-sulfur subunit,COG0247,energy production and conversion,C,metabolism
b4468,glycolate oxidase FAD binding subunit,COG0277,energy production and conversion,C,metabolism
b2979,"glycolate oxidase subunit, FAD-linked",COG0277,energy production and conversion,C,metabolism
b2993,Hydrogenase 2 maturation peptidase. Aspartic peptidase. MEROPS family A31,COG0680,energy production and conversion,C,metabolism
b2994,"[NiFe]-hydrogenase II apoprotein, large subunit",COG0374,energy production and conversion,C,metabolism
b2995,[NiFe]-hydrogenase II apocytochrome b subunit,COG5557,energy production and conversion,C,metabolism
b2996,"[NiFe]-hydrogenase II apoprotein, ferredoxin-type subunit",COG0437,energy production and conversion,C,metabolism
b2997,"[NiFe]-hydrogenase II apoprotein, small subunit",COG1740,energy production and conversion,C,metabolism
b3011,"alcohol dehydrogenase, NAD(P)-dependent",COG1979,energy production and conversion,C,metabolism
b3029,quinol monooxygenase,COG1359,energy production and conversion,C,metabolism
b3061,"L-tartrate dehydratase, alpha subunit",COG1951,energy production and conversion,C,metabolism
b3062,"L-tartrate dehydratase, beta subunit",COG1838,energy production and conversion,C,metabolism
b3081,"2,4-dienoyl-CoA reductase (EC 1.3.1.34)",COG1902,energy production and conversion,C,metabolism
b3102,predicted S-transferase,COG0435,energy production and conversion,C,metabolism
b3114,keto acid formate lyase (EC 2.3.1.-),COG1882,energy production and conversion,C,metabolism
b3115,acetate kinase (EC 2.7.2.1)/propanoate kinase (EC 2.7.2.-),COG0282,energy production and conversion,C,metabolism
b3227,predicted transporter,COG3069,energy production and conversion,C,metabolism
b3236,malate dehydrogenase (NAD) (EC 1.1.1.37),COG0039,energy production and conversion,C,metabolism
b3253,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG0604,energy production and conversion,C,metabolism
b3365,assimilatory nitrite reductase (NAD(P)H) large subunit precursor (EC 1.7.1.4),COG1251,energy production and conversion,C,metabolism
b3385,phosphoglycolate phosphatase,COG0546,energy production and conversion,C,metabolism
b3403,phosphoenolpyruvate carboxykinase,COG1866,energy production and conversion,C,metabolism
b3426,homodimeric glycerol 3-phosphate dehydrogenase (quinone) (EC 1.1.5.3),COG0578,energy production and conversion,C,metabolism
b3500,NADPH-glutathione reductase (EC 1.8.1.7),COG1249,energy production and conversion,C,metabolism
b3528,"C4-dicarboxylic acid, orotate and citrate transporter",COG1301,energy production and conversion,C,metabolism
b3551,biotin sulfoxide reductase,COG0243,energy production and conversion,C,metabolism
b3553,glyoxylate/hydroxypyruvate reductase B,COG1052,energy production and conversion,C,metabolism
b3573,"predicted hydrogenase, 4Fe-4S ferredoxin-type component",COG1142,energy production and conversion,C,metabolism
b3575,"2,3-diketo-L-gulonate reductase (EC 1.1.1.130)",COG2055,energy production and conversion,C,metabolism
b3588,aldehyde dehydrogenase B,COG1012,energy production and conversion,C,metabolism
b3589,"predicted Fe-containing alcohol dehydrogenase, Pfam00465 family",COG1454,energy production and conversion,C,metabolism
b3603,L-lactate permease,COG1620,energy production and conversion,C,metabolism
b3605,"L-lactate dehydrogenase, FMN-linked",COG1304,energy production and conversion,C,metabolism
b3608,glycerol 3-phosphate dehydrogenase (NAD(P)+) (EC 1.1.1.94),COG0240,energy production and conversion,C,metabolism
b3690,predicted oxidoreductase with FAD/NAD(P)-binding domain,COG0644,energy production and conversion,C,metabolism
b3713,"chromate reductase, Class I, flavoprotein",COG0431,energy production and conversion,C,metabolism
b3731,ATP synthase F1 subcomplex epsilon subunit,COG0355,energy production and conversion,C,metabolism
b3732,ATP synthase F1 subcomplex beta subunit,COG0055,energy production and conversion,C,metabolism
b3733,"F1 sector of membrane-bound ATP synthase, gamma subunit",COG0224,energy production and conversion,C,metabolism
b3734,"F1 sector of membrane-bound ATP synthase, alpha subunit",COG0056,energy production and conversion,C,metabolism
b3735,ATP synthase F1 subcomplex delta subunit,COG0712,energy production and conversion,C,metabolism
b3736,ATP synthase F0 subcomplex B subunit,COG0711,energy production and conversion,C,metabolism
b3737,"F0 sector of membrane-bound ATP synthase, subunit c",COG0636,energy production and conversion,C,metabolism
b3738,ATP synthase F0 subcomplex A subunit,COG0356,energy production and conversion,C,metabolism
b3739,"ATP synthase, membrane-bound accesory subunit",COG3312,energy production and conversion,C,metabolism
b3742,FMN-binding protein MioC,COG0716,energy production and conversion,C,metabolism
b3769,"acetolactate synthase, small subunit (EC 2.2.1.6)",COG3978,energy production and conversion,C,metabolism
b3844,NAD(P)H-flavin reductase,COG0543,energy production and conversion,C,metabolism
b3891,Tat proofreading chaperone FdhE,COG3058,energy production and conversion,C,metabolism
b3892,formate dehydrogenase gamma subunit (EC 1.2.1.2),COG2864,energy production and conversion,C,metabolism
b3893,formate dehydrogenase (quinone-dependent) iron-sulfur subunit,COG0437,energy production and conversion,C,metabolism
b3894,formate dehydrogenase (quinone-dependent) catalytic subunit,COG0243,energy production and conversion,C,metabolism
b3895,formate dehydrogenase formation protein,COG1526,energy production and conversion,C,metabolism
b3924,ferredoxin-NADP reductase,COG1018,energy production and conversion,C,metabolism
b3926,glycerol kinase (EC 2.7.1.30),COG0554,energy production and conversion,C,metabolism
b3945,glycerol 2-dehydrogenase (NAD+) (EC 1.1.1.6),COG0371,energy production and conversion,C,metabolism
b3951,predicted formate acetyltransferase 2 (pyruvate formate lyase II),COG1882,energy production and conversion,C,metabolism
b3956,"Phosphoenolpyruvate carboxylase, type 1 (EC 4.1.1.31)",COG2352,energy production and conversion,C,metabolism
b3962,"pyridine nucleotide transhydrogenase, soluble",COG1249,energy production and conversion,C,metabolism
b4014,malate synthase (EC 2.3.3.9),COG2225,energy production and conversion,C,metabolism
b4015,isocitrate lyase (EC 4.1.3.1),COG2224,energy production and conversion,C,metabolism
b4051,"quinone oxidoreductase, NADPH-dependent",COG0604,energy production and conversion,C,metabolism
b4067,acetate transporter,COG4147,energy production and conversion,C,metabolism
b4072,respiratory nitrite reductase specific menaquinol--cytochrome-c reductase complex Fe-S cluster containing subunit NrfC,COG0437,energy production and conversion,C,metabolism
b4075,respiratory nitrite reductase specific cytochrome c biogenesis protein NrfF,COG3088,energy production and conversion,C,metabolism
b4077,glutamate/aspartate:proton symporter,COG1301,energy production and conversion,C,metabolism
b4122,"fumarase, class I, homodimeric (EC 4.2.1.2)",COG1951,energy production and conversion,C,metabolism
b4151,succinate dehydrogenase subunit D (EC 1.3.5.1),COG3080,energy production and conversion,C,metabolism
b4152,"fumarate reductase (anaerobic), membrane anchor subunit",COG3029,energy production and conversion,C,metabolism
b4153,succinate dehydrogenase subunit B (EC 1.3.5.1),COG0479,energy production and conversion,C,metabolism
b4154,succinate dehydrogenase subunit A (EC 1.3.5.1),COG1053,energy production and conversion,C,metabolism
b4226,inorganic pyrophosphatase,COG0221,energy production and conversion,C,metabolism
