b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0535,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b0546,DLP12 prophage; predicted DNA-binding transcriptional regulator,COG2207,transcription,K,information storage and processing
b0564,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b0566,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b0571,DNA-binding response regulator in two-component regulatory system with CusS,COG0745,transcription,K,information storage and processing
b0579,conserved protein,COG2315,transcription,K,information storage and processing
b0603,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b0610,regulator of nucleoside diphosphate kinase,COG0782,transcription,K,information storage and processing
b0620,DNA-binding response regulator in two-component regulatory system with citA,COG4565,transcription,K,information storage and processing
b0623,cold shock protein E (CspE),COG1278,transcription,K,information storage and processing
b0629,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b0676,"N-acetylglucosamine repressor, NagC",COG1940,transcription,K,information storage and processing
b0694,DNA-binding response regulator in two-component regulatory system with KdpD,COG0745,transcription,K,information storage and processing
b0730,"transcriptional regulator, GntR family",COG2188,transcription,K,information storage and processing
b0761,"molybdate transport repressor, ModE",COG2005,transcription,K,information storage and processing
b0768,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b0796,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b0817,"iron (metal) dependent repressor, DtxR family",COG1321,transcription,K,information storage and processing
b0840,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b0846,"transcriptional regulator, TetR family",COG3226,transcription,K,information storage and processing
b0880,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b0889,"transcriptional regulator, AsnC family",COG1522,transcription,K,information storage and processing
b0900,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b0959,regulator of competence-specific genes,COG3070,transcription,K,information storage and processing
b0989,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b0990,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b0995,response regulator TorR,COG0745,transcription,K,information storage and processing
b1013,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b1040,DNA-binding transcriptional activator for csgBA,COG2197,transcription,K,information storage and processing
b1071,"anti-sigma-28 factor, FlgM family",COG2747,transcription,K,information storage and processing
b1111,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b1114,transcription-repair coupling factor,COG1197,transcription,K,information storage and processing
b1119,N-acetylglucosamine kinase (EC 2.7.1.59),COG1940,transcription,K,information storage and processing
b1130,DNA-binding response regulator in two-component regulatory system with PhoQ,COG0745,transcription,K,information storage and processing
b1145,phage repressor protein. Serine peptidase. MEROPS family S24,COG1974,transcription,K,information storage and processing
b1187,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b1201,DNA-binding transcription activator of the dhaKLM operon,COG3284,transcription,K,information storage and processing
b1221,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b1237,nucleoid protein H-NS,COG2916,transcription,K,information storage and processing
b1275,"DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding",COG0583,transcription,K,information storage and processing
b1284,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b1286,ribonuclease II,COG4776,transcription,K,information storage and processing
b1299,"transcriptional regulator, XRE family with cupin sensor",COG1396,transcription,K,information storage and processing
b1303,DNA-binding transcriptional activator,COG1221,transcription,K,information storage and processing
b1304,phage shock protein A (PspA) family protein,COG1842,transcription,K,information storage and processing
b1306,phage shock protein C (PspC) family protein,COG1983,transcription,K,information storage and processing
b1320,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b1323,"DNA-binding transcriptional dual regulator, tyrosine-binding",COG3283,transcription,K,information storage and processing
b1328,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b1339,predicted DNA-binding transcriptional regulator of abgABT operon,COG0583,transcription,K,information storage and processing
b1357,Rac prophage; predicted DNA-binding transcriptional regulator,COG4197,transcription,K,information storage and processing
b1384,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b1399,"transcriptional regulator, PaaX family",COG3327,transcription,K,information storage and processing
b1422,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b1439,"transcriptional regulator, GntR family",COG1167,transcription,K,information storage and processing
b1450,"transcriptional regulator, GntR family",COG1802,transcription,K,information storage and processing
b1499,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b1508,antitoxin of HipAB toxin-antitoxin system,COG1476,transcription,K,information storage and processing
b1512,lsr operon transcriptional repressor,COG2390,transcription,K,information storage and processing
b1526,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b1530,DNA-binding transcriptional repressor of multiple antibiotic resistance,COG1846,transcription,K,information storage and processing
b1540,"transcriptional regulator, GntR family",COG1802,transcription,K,information storage and processing
b1552,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b1557,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b1558,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b1570,Qin prophage; predicted regulator for DicB,COG1396,transcription,K,information storage and processing
b1594,Global DNA-binding transcriptional repressor; autorepressor; required for anaerobic growth on glucosamine,COG1940,transcription,K,information storage and processing
b1595,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b1608,"multicopy supressor of yjeE, yeaZ or ygjD deletion lethality, predicted response regulator of two-component regulatory system with sensor protein RstB",COG0745,transcription,K,information storage and processing
b1618,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b1620,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b1642,DNA-binding transcriptional activator,COG1846,transcription,K,information storage and processing
b1649,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b1658,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b1659,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b1696,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b1735,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b1770,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b1790,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b1799,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b1823,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b1827,"transcriptional regulator, IclR family",COG1414,transcription,K,information storage and processing
b1853,"transcriptional regulator, RpiR family",COG1737,transcription,K,information storage and processing
b1864,"conserved protein, UPF0082 family",COG0217,transcription,K,information storage and processing
b1914,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b1916,transcriptional activator SdiA,COG2771,transcription,K,information storage and processing
b1922,"RNA polymerase, sigma 28 subunit, SigD/FliA/WhiG",COG1191,transcription,K,information storage and processing
b1951,"DNA-binding transcriptional activator, co-regulator with RcsB",COG2197,transcription,K,information storage and processing
b1969,predicted DNA-binding response regulator in two-component system with YedV,COG0745,transcription,K,information storage and processing
b1983,"conserved protein, UPF0082 family",COG0217,transcription,K,information storage and processing
b1987,DNA-binding transcriptional activator for the ssuEADCB and tauABCD operons,COG0583,transcription,K,information storage and processing
b1988,DNA-binding transcriptional dual regulator of nitrogen assimilation,COG0583,transcription,K,information storage and processing
b2015,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b2079,DNA-binding response regulator in two-component regulatory system with BaeS,COG0745,transcription,K,information storage and processing
b2101,"transcriptional regulator, GntR family",COG2188,transcription,K,information storage and processing
b2105,DNA-binding transcriptional repressor of rcnA,COG1937,transcription,K,information storage and processing
b2125,"two component transcriptional regulator, LytTR family",COG3279,transcription,K,information storage and processing
b2127,DNA-binding transcriptional regulator,COG0789,transcription,K,information storage and processing
b2151,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b2157,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b2184,predicted ATP-dependent DNA or RNA helicase,COG1061,transcription,K,information storage and processing
b2193,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b2217,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b2248,"transcriptional regulator, IclR family",COG1414,transcription,K,information storage and processing
b2289,"DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes",COG0583,transcription,K,information storage and processing
b2364,DNA-binding transcriptional dual regulator,COG0583,transcription,K,information storage and processing
b2369,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b2381,"two component transcriptional regulator, LytTR family",COG3279,transcription,K,information storage and processing
b2382,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b2405,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b2409,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b2427,"transcriptional regulator, RpiR family",COG1737,transcription,K,information storage and processing
b2437,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b2491,"DNA-binding transcriptional activator, formate sensing",COG3604,transcription,K,information storage and processing
b2531,"transcriptional regulator, BadM/Rrf2 family",COG1959,transcription,K,information storage and processing
b2535,"transcriptional antiterminator, BglG family",COG3711,transcription,K,information storage and processing
b2537,DNA-binding transcriptional activator of 3-phenylpropionic acid catabolism,COG0583,transcription,K,information storage and processing
b2550,predicted DNA-binding transcriptional regulator,COG1940,transcription,K,information storage and processing
b2561,"transcriptional regulator, RpiR family",COG1737,transcription,K,information storage and processing
b2567,RNAse III (EC 3.1.26.3),COG0571,transcription,K,information storage and processing
b2573,"RNA polymerase, sigma-24 subunit, RpoE",COG1595,transcription,K,information storage and processing
b2577,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b2624,"transcriptional regulator, AlpA family",COG3311,transcription,K,information storage and processing
b2634,CP4-57 prophage; predicted DNA-binding transcriptional regulator,COG2378,transcription,K,information storage and processing
b2664,"transcriptional regulator, GntR family",COG1802,transcription,K,information storage and processing
b2667,"transcriptional regulator, ArsR family",COG0640,transcription,K,information storage and processing
b2669,nucleoid protein StpA,COG2916,transcription,K,information storage and processing
b2684,DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux,COG1846,transcription,K,information storage and processing
b2706,DNA-binding transcriptional activator of glucitol operon,COG4578,transcription,K,information storage and processing
b2707,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b2709,Anaerobic nitric oxide reductase DNA-binding transcriptional activator,COG3604,transcription,K,information storage and processing
b2714,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b2731,DNA-binding transcriptional activator,COG3604,transcription,K,information storage and processing
b2735,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b2741,"RNA polymerase, sigma 38 subunit, RpoS",COG0568,transcription,K,information storage and processing
b2768,predicted anti-terminator regulatory protein,COG1954,transcription,K,information storage and processing
b2784,(p)ppGpp synthetase I/GTP pyrophosphokinase,COG0317,transcription,K,information storage and processing
b2805,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b2808,DNA-binding transcriptional dual regulator,COG0583,transcription,K,information storage and processing
b2837,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b2839,DNA-binding transcriptional dual regulator,COG0583,transcription,K,information storage and processing
b2847,predicted transcriptional regulator,COG3710,transcription,K,information storage and processing
b2852,predictedtranscriptional regulator,COG3710,transcription,K,information storage and processing
b2869,predicted DNA-binding transcriptional regulator,COG3829,transcription,K,information storage and processing
b2916,"DNA-binding transcriptional activator, replication initiation inhibitor",COG0583,transcription,K,information storage and processing
b2921,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b2929,predicted DNA-binding transcriptional regulator,COG3722,transcription,K,information storage and processing
b2948,predicted protein,COG1678,transcription,K,information storage and processing
b2949,predicted Holliday junction resolvase,COG0816,transcription,K,information storage and processing
b2980,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b3010,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b3021,antitoxin for MqsR toxin; predicted transcriptional regulator,COG2944,transcription,K,information storage and processing
b3025,quorum sensing DNA-binding response regulator in two-component regulatory system with QseC,COG0745,transcription,K,information storage and processing
b3060,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b3067,"RNA polymerase, sigma 70 subunit, RpoD",COG0568,transcription,K,information storage and processing
b3071,"transcriptional regulator, PadR family",COG1695,transcription,K,information storage and processing
b3075,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b3094,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b3105,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b3118,DNA-binding transcriptional activator,COG0583,transcription,K,information storage and processing
b3129,"transcriptional regulator, AbrB family",COG2002,transcription,K,information storage and processing
b3131,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b3169,NusA antitermination factor,COG0195,transcription,K,information storage and processing
b3181,transcription elongation factor GreA,COG0782,transcription,K,information storage and processing
b3188,"transcriptional regulator, Nlp family",COG3423,transcription,K,information storage and processing
b3202,"RNA polymerase, sigma 54 subunit, RpoN/SigL",COG1508,transcription,K,information storage and processing
b3222,N-acetylmannosamine kinase (EC 2.7.1.60),COG1940,transcription,K,information storage and processing
b3226,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b3237,"transcriptional regulator, ArgR family",COG1438,transcription,K,information storage and processing
b3239,predicted barnase inhibitor,COG2732,transcription,K,information storage and processing
b3243,transcriptional regulator for aaeXAB operon,COG0583,transcription,K,information storage and processing
b3261,DNA-binding protein Fis,COG2901,transcription,K,information storage and processing
b3264,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b3292,DNA-binding transcriptional activator in response to Zn(II),COG0789,transcription,K,information storage and processing
b3295,DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6),COG0202,transcription,K,information storage and processing
b3346,conserved protein,COG2964,transcription,K,information storage and processing
b3375,"transcriptional regulator, GntR family",COG2188,transcription,K,information storage and processing
b3405,DNA-binding response regulator in two-component regulatory system with EnvZ,COG0745,transcription,K,information storage and processing
b3406,transcription elongation factor GreB,COG0782,transcription,K,information storage and processing
b3407,predicted transcriptional accessory protein,COG2183,transcription,K,information storage and processing
b3418,DNA-binding transcriptional activator for the mal regulon and maltotriose-ATP-binding protein,COG2909,transcription,K,information storage and processing
b3422,sigma 54-dependent transcriptional regulator of rtcBA expression,COG4650,transcription,K,information storage and processing
b3423,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b3438,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b3461,"RNA polymerase, sigma 32 subunit, RpoH",COG0568,transcription,K,information storage and processing
b3481,"transcriptional regulator, CopG family",COG0864,transcription,K,information storage and processing
b3501,"transcriptional regulator, ArsR family",COG0640,transcription,K,information storage and processing
b3507,predicted DNA-binding ranscriptional regulator,COG2197,transcription,K,information storage and processing
b3515,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b3516,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b3520,"predicted two-component system response regulator, LuxR-like HTH domain, function unknown",COG2197,transcription,K,information storage and processing
b3521,"transcriptional regulator, LysR family",COG0583,transcription,K,information storage and processing
b3555,"predicted transcriptional regulator, HTH_CROC1 family",COG2944,transcription,K,information storage and processing
b3556,cold-shock DNA-binding protein family,COG1278,transcription,K,information storage and processing
b3569,"transcriptional regulator, AraC family",COG1609,transcription,K,information storage and processing
b3574,"transcriptional regulator, IclR family",COG1414,transcription,K,information storage and processing
b3585,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b3601,"mannitol repressor, MtlR",COG3722,transcription,K,information storage and processing
b3604,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b3641,"cell division inhibitor SlmA/transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b3649,DNA-directed RNA polymerase subunit omega (EC 2.7.7.6),COG1758,transcription,K,information storage and processing
b3650,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",COG0317,transcription,K,information storage and processing
b3669,"two component transcriptional regulator, LuxR family",COG2197,transcription,K,information storage and processing
b3680,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b3684,"transcriptional regulator, GntR family",COG2188,transcription,K,information storage and processing
b4479,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b3711,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b3743,"transcriptional regulator, AsnC family",COG1522,transcription,K,information storage and processing
b3753,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b3755,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b4480,DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b3773,DNA-binding transcriptional dual regulator,COG0583,transcription,K,information storage and processing
b3783,transcription termination factor Rho,COG1158,transcription,K,information storage and processing
b3828,"DNA-binding transcriptional activator, homocysteine-binding",COG0583,transcription,K,information storage and processing
b3842,DNA-binding transcriptional antiterminator,COG0250,transcription,K,information storage and processing
b3872,"transcriptional regulator, GntR family",COG2188,transcription,K,information storage and processing
b3884,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b3897,"transcriptional antiterminator, BglG family",COG3711,transcription,K,information storage and processing
b3906,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b3912,DNA-binding response regulator in two-component regulatory system with CpxA,COG0745,transcription,K,information storage and processing
b3934,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b3938,"methionine repressor, MetJ",COG3060,transcription,K,information storage and processing
b3961,DNA-binding transcriptional dual regulator,COG0583,transcription,K,information storage and processing
b3963,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b3982,transcription antitermination protein nusG,COG0250,transcription,K,information storage and processing
b3988,DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6),COG0086,transcription,K,information storage and processing
b3995,"stationary phase protein, binds sigma 70 RNA polymerase subunit",COG3160,transcription,K,information storage and processing
b4018,"transcriptional regulator, IclR family",COG1414,transcription,K,information storage and processing
b4043,"SOS-response transcriptional repressor, LexA",COG1974,transcription,K,information storage and processing
b4057,conserved protein,COG2315,transcription,K,information storage and processing
b4062,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b4063,"DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing",COG0789,transcription,K,information storage and processing
b4084,D-allose kinase (EC 2.7.1.55),COG1940,transcription,K,information storage and processing
b4089,"transcriptional regulator, RpiR family",COG1737,transcription,K,information storage and processing
b4102,"transcriptional regulator, GntR family",COG2188,transcription,K,information storage and processing
b4108,conserved protein,COG2824,transcription,K,information storage and processing
b4113,DNA-binding response regulator in two-component regulatory system with BasS,COG0745,transcription,K,information storage and processing
b4116,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b4118,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b4124,DNA-binding response regulator in two-component regulatory system with DcuS,COG4565,transcription,K,information storage and processing
b4133,"lysine decarboxylase transcriptional regulator, CadC",COG3710,transcription,K,information storage and processing
b4178,"transcriptional regulator, BadM/Rrf2 family",COG1959,transcription,K,information storage and processing
b4179,RNAse R (EC 3.1.-.-),COG0557,transcription,K,information storage and processing
b4182,phage shock protein A (PspA) family protein,COG1842,transcription,K,information storage and processing
b4191,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b4212,"transcriptional regulator, HxlR family",COG1733,transcription,K,information storage and processing
b4241,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b4251,"transcriptional regulator, TetR family",COG1309,transcription,K,information storage and processing
b4264,"transcriptional regulator, LacI family",COG1609,transcription,K,information storage and processing
b4293,"KpLE2 phage-like element; RNA polymerase, sigma 19 factor",COG1595,transcription,K,information storage and processing
b4295,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,COG2390,transcription,K,information storage and processing
b4299,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,COG1414,transcription,K,information storage and processing
b4300,"transcriptional regulator, DeoR family",COG1349,transcription,K,information storage and processing
b4324,"transcriptional regulator, GntR family",COG2186,transcription,K,information storage and processing
b4327,predicted DNA-binding transcriptional regulator,COG0583,transcription,K,information storage and processing
b4340,"transcriptional regulator, GntR family",COG1167,transcription,K,information storage and processing
b4357,"transcriptional regulator, GntR family",COG1802,transcription,K,information storage and processing
b4365,predicted DNA-binding transcriptional regulator,COG2197,transcription,K,information storage and processing
b4393,Trp operon repressor,COG2973,transcription,K,information storage and processing
b4396,"transcriptional regulator, AraC family",COG2207,transcription,K,information storage and processing
b4398,DNA-binding response regulator in two-component regulatory system with CreC,COG0745,transcription,K,information storage and processing
b4401,DNA-binding response regulator in two-component regulatory system with ArcB or CpxA,COG0745,transcription,K,information storage and processing
b3987,"RNA polymerase, beta subunit, RpoB", COG0085,transcription,K,information storage and processing
