b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b4472,"conserved membrane protein, predicted transporter",COG3164,function unknown,S,poorly characterized
b3257,conserved inner membrane protein,COG3924,function unknown,S,poorly characterized
b3284,conserved protein,COG2922,function unknown,S,poorly characterized
b3348,protein required for phi X174 lysis,COG2900,function unknown,S,poorly characterized
b3354,conserved protein,COG3089,function unknown,S,poorly characterized
b3358,conserved inner membrane protein,COG1289,function unknown,S,poorly characterized
b3466,"conserved protein, DUF1145 family",COG3776,function unknown,S,poorly characterized
b3468,"predicted inner membrane protein, TMEM86 family",COG3714,function unknown,S,poorly characterized
b3471,"inner membrane protein, DUF165 family",COG1738,function unknown,S,poorly characterized
b3508,"predicted Mg(2+) transport ATPase, inner membrane protein",COG1285,function unknown,S,poorly characterized
b3511,acid-resistance membrane protein,COG3247,function unknown,S,poorly characterized
b3522,"putative alternate lipid exporter, suppressor of msbA and KDO essentiality, inner membrane protein",COG1295,function unknown,S,poorly characterized
b3562,"inner membrane protein, YiaAB family",COG4682,function unknown,S,poorly characterized
b3563,"inner membrane protein, YiaAB family",COG4682,function unknown,S,poorly characterized
b3644,"conserved protein, UPF0701 family",COG1561,function unknown,S,poorly characterized
b3646,"inner membrane protein, UPF0126 family",COG2860,function unknown,S,poorly characterized
b3676,"inner membrane protein, DUF202 family",COG2149,function unknown,S,poorly characterized
b3688,conserved outer membrane protein,COG5645,function unknown,S,poorly characterized
b3698,"conserved protein, DUF937 family",COG3753,function unknown,S,poorly characterized
b3717,"conserved protein, UPF0167 family",COG3196,function unknown,S,poorly characterized
b3745,predicted von Willibrand factor containing protein,COG2425,function unknown,S,poorly characterized
b3764,"conserved protein, UPF0438 family",COG3085,function unknown,S,poorly characterized
b3802,predicted protoheme IX synthesis protein,COG3071,function unknown,S,poorly characterized
b3803,predicted uroporphyrinogen III methylase,COG2959,function unknown,S,poorly characterized
b4558,predicted lipoprotein,COG5567,function unknown,S,poorly characterized
b3810,"conserved protein, DUF484 family",COG3159,function unknown,S,poorly characterized
b4482,"predicted protein, DUF2233 family",COG3698,function unknown,S,poorly characterized
b3819,predicted chloramphenical resistance permease,COG2962,function unknown,S,poorly characterized
b3858,conserved protein,COG3084,function unknown,S,poorly characterized
b3861,"conserved protein, DUF945 family",COG5339,function unknown,S,poorly characterized
b3886,tRNA-processing RNAse BN (EC 3.1.-.-),COG1295,function unknown,S,poorly characterized
b3910,6-N-hydroxylaminopurine resistance protein,COG2258,function unknown,S,poorly characterized
b3921,"predicted inner membrane protein, DUF805 family",COG3152,function unknown,S,poorly characterized
b3922,"conserved protein, UPF0381 family",COG3691,function unknown,S,poorly characterized
b3943,"inner membrane protein, predicted permease",COG2962,function unknown,S,poorly characterized
b3944,conserved protein,COG3738,function unknown,S,poorly characterized
b3999,conserved protein,COG3068,function unknown,S,poorly characterized
b4045,"conserved protein, UPF0337 family",COG3237,function unknown,S,poorly characterized
b4066,conserved protein,COG1357,function unknown,S,poorly characterized
b4068,"inner membrane protein, DUF485 family",COG3162,function unknown,S,poorly characterized
b4081,"membrane translocase (MDR) of MdtNOP efflux pump, PET family",COG1289,function unknown,S,poorly characterized
b4121,conserved inner membrane protein,COG3647,function unknown,S,poorly characterized
b4126,conserved protein,COG3592,function unknown,S,poorly characterized
b4410,"entericidin A membrane lipoprotein, antidote entericidin B",COG5510,function unknown,S,poorly characterized
b4411,entericidin B membrane lipoprotein,COG5510,function unknown,S,poorly characterized
b4176,"conserved protein, DUF2065 family",COG3242,function unknown,S,poorly characterized
b4181,"conserved protein, DUF2170 family",COG3789,function unknown,S,poorly characterized
b4184,"inner membrane protein, UPF0719 family",COG3766,function unknown,S,poorly characterized
b4185,"conserved protein, DUF1190 family",COG5463,function unknown,S,poorly characterized
b4206,predicted cell envelope opacity-associated protein,COG3061,function unknown,S,poorly characterized
b4257,"inner membrane protein, DUF898 family",COG4269,function unknown,S,poorly characterized
b4566,conserved protein,COG3811,function unknown,S,poorly characterized
b4329,"inner membrane protein, SpmB family",COG0700,function unknown,S,poorly characterized
b4333,conserved protein,COG3204,function unknown,S,poorly characterized
b4336,zinc-type alcohol dehydrogenase-like protein,COG2733,function unknown,S,poorly characterized
b4341,conserved protein,COG5457,function unknown,S,poorly characterized
b4353,conserved protein,COG2879,function unknown,S,poorly characterized
b4363,conserved inner membrane protein,COG3610,function unknown,S,poorly characterized
b4364,"inner membrane protein, H-NS-repressed, DUF1212 family",COG2966,function unknown,S,poorly characterized
b4376,periplasmic protein,COG2823,function unknown,S,poorly characterized
b4387,conserved membrane protein,COG3726,function unknown,S,poorly characterized
