b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b2312,amidophosphoribosyltransferase (EC 2.4.2.14),COG0034,nucleotide transport and metabolism,F,metabolism
b2361,CPS-53 (KpLE1) prophage; conserved protein,COG1896,nucleotide transport and metabolism,F,metabolism
b2393,nucleoside (except guanosine) transporter,COG1972,nucleotide transport and metabolism,F,metabolism
b2407,purine nucleoside phosphorylase II,COG0005,nucleotide transport and metabolism,F,metabolism
b2476,phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),COG0152,nucleotide transport and metabolism,F,metabolism
b2497,uracil permease,COG2233,nucleotide transport and metabolism,F,metabolism
b2498,uracil phosphoribosyltransferase (EC 2.4.2.9),COG0035,nucleotide transport and metabolism,F,metabolism
b2499,phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),COG0150,nucleotide transport and metabolism,F,metabolism
b2500,formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase (EC 2.1.2.2),COG0299,nucleotide transport and metabolism,F,metabolism
b2502,exopolyphosphatase,COG0248,nucleotide transport and metabolism,F,metabolism
b2507,GMP synthase (glutamine-hydrolyzing) (EC 6.3.5.2),COG0519,nucleotide transport and metabolism,F,metabolism
b2508,inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205),COG0516,nucleotide transport and metabolism,F,metabolism
b2518,nucleoside diphosphate kinase (EC 2.7.4.6),COG0105,nucleotide transport and metabolism,F,metabolism
b2557,phosphoribosylformylglycinamidine synthase (EC 6.3.5.3),COG0046,nucleotide transport and metabolism,F,metabolism
b2615,NAD kinase,COG0061,nucleotide transport and metabolism,F,metabolism
b2674,flavodoxin required for NrdEF cluster assembly,COG1780,nucleotide transport and metabolism,F,metabolism
b2675,ribonucleoside-diphosphate reductase class Ib alpha subunit (EC 1.17.4.1),COG0209,nucleotide transport and metabolism,F,metabolism
b2676,ribonucleoside-diphosphate reductase class Ib beta subunit (EC 1.17.4.1),COG0208,nucleotide transport and metabolism,F,metabolism
b2780,CTP synthase (EC 6.3.4.2),COG0504,nucleotide transport and metabolism,F,metabolism
b2827,thymidylate synthase (EC 2.1.1.45),COG0207,nucleotide transport and metabolism,F,metabolism
b2873,dihydropyrimidinase (EC 3.5.2.2),COG0044,nucleotide transport and metabolism,F,metabolism
b2879,predicted chlorohydrolase/aminohydrolase,COG0402,nucleotide transport and metabolism,F,metabolism
b2882,xanthine permease,COG2233,nucleotide transport and metabolism,F,metabolism
b2883,guanine deaminase (EC 3.5.4.3),COG0402,nucleotide transport and metabolism,F,metabolism
b4464,predicted purine permease,COG2252,nucleotide transport and metabolism,F,metabolism
b2888,predicted transporter,COG2233,nucleotide transport and metabolism,F,metabolism
b2954,dITP/XTP pyrophosphatase,COG0127,nucleotide transport and metabolism,F,metabolism
b2984,predicted ATP-binding protein,COG0125,nucleotide transport and metabolism,F,metabolism
b2986,predicted ATP-binding protein,COG0125,nucleotide transport and metabolism,F,metabolism
b3640,deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23),COG0756,nucleotide transport and metabolism,F,metabolism
b3642,orotate phosphoribosyltransferase (EC 2.4.2.10),COG0461,nucleotide transport and metabolism,F,metabolism
b3648,guanylate kinase (EC 2.7.4.8),COG0194,nucleotide transport and metabolism,F,metabolism
b3654,xanthine permease,COG2233,nucleotide transport and metabolism,F,metabolism
b3664,Probable adenine permease,COG2252,nucleotide transport and metabolism,F,metabolism
b3665,Adenine deaminase (EC 3.5.4.2),COG1001,nucleotide transport and metabolism,F,metabolism
b3714,"adenine permease, high affinity",COG2252,nucleotide transport and metabolism,F,metabolism
b3779,guanosine pentaphosphatase/exopolyphosphatase,COG0248,nucleotide transport and metabolism,F,metabolism
b3806,adenylate cyclase,COG3072,nucleotide transport and metabolism,F,metabolism
b3831,uridine phosphorylase,COG2820,nucleotide transport and metabolism,F,metabolism
b3996,NADH pyrophosphatase,COG2816,nucleotide transport and metabolism,F,metabolism
b4005,phosphoribosylamine--glycine ligase (EC 6.3.4.13),COG0151,nucleotide transport and metabolism,F,metabolism
b4006,IMP cyclohydrolase (EC 3.5.4.10)/phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),COG0138,nucleotide transport and metabolism,F,metabolism
b4064,predicted permease,COG2252,nucleotide transport and metabolism,F,metabolism
b4167,predicted carbohydrate kinase,COG0063,nucleotide transport and metabolism,F,metabolism
b4177,Adenylosuccinate synthetase (EC 6.3.4.4),COG0104,nucleotide transport and metabolism,F,metabolism
b4213,2':3'-cyclic-nucleotide 2'-phosphodiesterase,COG0737,nucleotide transport and metabolism,F,metabolism
b4238,ribonucleoside-triphosphate reductase class III catalytic subunit (EC 1.17.4.2),COG1328,nucleotide transport and metabolism,F,metabolism
b4244,"aspartate carbamoyltransferase, regulatory subunit",COG1781,nucleotide transport and metabolism,F,metabolism
b4245,aspartate carbamoyltransferase (EC 2.1.3.2),COG0540,nucleotide transport and metabolism,F,metabolism
b4328,isoaspartyl dipeptidase. Metallo peptidase. MEROPS family M38,COG0044,nucleotide transport and metabolism,F,metabolism
b4381,"2-deoxyribose-5-phosphate aldolase, NAD(P)-linked",COG0274,nucleotide transport and metabolism,F,metabolism
b4382,thymidine phosphorylase (EC 2.4.2.4),COG0213,nucleotide transport and metabolism,F,metabolism
b4384,purine-nucleoside phosphorylase (EC 2.4.2.1),COG0813,nucleotide transport and metabolism,F,metabolism
b4394,inosine/xanthosine triphosphatase,COG1986,nucleotide transport and metabolism,F,metabolism
