b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b2368,"EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component",COG1566,defense mechanisms,V,cellular processes and signaling
b2430,"weak penicillin binding protein PBP4B, predicted periplasmic esterase",COG1680,defense mechanisms,V,cellular processes and signaling
b2467,GDP-mannose pyrophosphatase,COG0494,defense mechanisms,V,cellular processes and signaling
b2470,aminoglycoside/multidrug efflux system,COG0841,defense mechanisms,V,cellular processes and signaling
b2618,"conserved protein, UPF0125 family",COG2914,defense mechanisms,V,cellular processes and signaling
b2685,multidrug efflux system,COG1566,defense mechanisms,V,cellular processes and signaling
b2755,"CRISPR-associated protein, Cas1 family",COG1518,defense mechanisms,V,cellular processes and signaling
b2761,"CRISPR-associated helicase, Cas3 family",COG1203,defense mechanisms,V,cellular processes and signaling
b2782,"mRNA interferase toxin, antitoxin is MazE",COG2337,defense mechanisms,V,cellular processes and signaling
b2830,RNA pyrophosphohydrolase,COG0494,defense mechanisms,V,cellular processes and signaling
b3082,antitoxinof the HigB-HigA toxin-antitoxin system,COG5499,defense mechanisms,V,cellular processes and signaling
b3113,predicted L-PSP (mRNA) endoribonuclease,COG0251,defense mechanisms,V,cellular processes and signaling
b3129,"transcriptional regulator, AbrB family",COG2002,defense mechanisms,V,cellular processes and signaling
b3241,p-hydroxybenzoic acid efflux system component,COG1566,defense mechanisms,V,cellular processes and signaling
b3265,cytoplasmic membrane lipoprotein,COG0845,defense mechanisms,V,cellular processes and signaling
b3266,multidrug efflux system protein,COG0841,defense mechanisms,V,cellular processes and signaling
b3485,"Predicted permease subunit, ABC transporter superfamily, inner membrane protein",COG0842,defense mechanisms,V,cellular processes and signaling
b3486,fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein,COG1131,defense mechanisms,V,cellular processes and signaling
b3487,predicted membrane fusion protein (MFP) of efflux pump,COG1566,defense mechanisms,V,cellular processes and signaling
b3513,multidrug resistance efflux transporter,COG0845,defense mechanisms,V,cellular processes and signaling
b3514,"multidrug transporter, RpoS-dependent",COG0841,defense mechanisms,V,cellular processes and signaling
b3586,"membrane fusion protein (MFP) component of efflux pump, signal anchor",COG1566,defense mechanisms,V,cellular processes and signaling
b3597,predicted protein,COG1566,defense mechanisms,V,cellular processes and signaling
b3640,deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23),COG0756,defense mechanisms,V,cellular processes and signaling
b4044,DNA-damage-inducible SOS response protein,COG0534,defense mechanisms,V,cellular processes and signaling
b4082,membrane fusion protein of efflux pump,COG1566,defense mechanisms,V,cellular processes and signaling
b4148,multidrug efflux system protein,COG2076,defense mechanisms,V,cellular processes and signaling
b4150,beta-lactamase/D-alanine carboxypeptidase,COG1680,defense mechanisms,V,cellular processes and signaling
b4213,2':3'-cyclic-nucleotide 2'-phosphodiesterase,COG0737,defense mechanisms,V,cellular processes and signaling
b4225,toxin of the ChpB-ChpS toxin-antitoxin system,COG2337,defense mechanisms,V,cellular processes and signaling
b4243,"conserved protein, UPF0131 family",COG0251,defense mechanisms,V,cellular processes and signaling
b4248,"conserved protein, UPF0131 family",COG0251,defense mechanisms,V,cellular processes and signaling
b4345,"5-methylcytosine-specific restriction enzyme McrBC, subunit McrC",COG4268,defense mechanisms,V,cellular processes and signaling
b4346,"5-methylcytosine-specific restriction enzyme McrBC, subunit McrB",COG1401,defense mechanisms,V,cellular processes and signaling
b4348,specificity determinant for hsdM and hsdR,COG0732,defense mechanisms,V,cellular processes and signaling
b4349,DNA methylase M,COG0286,defense mechanisms,V,cellular processes and signaling
b4350,endonuclease R Type I restriction enzyme,COG4096,defense mechanisms,V,cellular processes and signaling
b4351,methylated adenine and cytosine restriction protein,COG1715,defense mechanisms,V,cellular processes and signaling
b4394,inosine/xanthosine triphosphatase,COG1986,defense mechanisms,V,cellular processes and signaling
b4400,inner membrane protein,COG4452,defense mechanisms,V,cellular processes and signaling
