b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b1679,Cysteine desulfuration protein SufE,COG2166,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1681,Iron-regulated ABC transporter permease protein SufD,COG0719,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1682,Iron-regulated ABC transporter ATPase subunit SufC,COG0396,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1683,Iron-regulated ABC transporter membrane component SufB,COG0719,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1684,FeS assembly scaffold SufA,COG0316,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1743,envelope stress induced periplasmic protein,COG3678,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1766,protease IV (signal peptide peptidase),COG0616,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1778,methionine sulfoxide reductase B,COG0229,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1829,predicted endopeptidase,COG0501,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1830,C-terminal processing peptidase-1. Serine peptidase. MEROPS family S41A,COG0793,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1930,"conserved protein, UPF0033 family",COG0425,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1931,predicted protein,COG2135,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2012,conserved protein,COG0425,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2069,predicted chaperone,COG0443,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2081,predicted peptidase,COG0826,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2099,predicted hydrolase,COG1397,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2194,"heme lyase, CcmH subunit",COG4235,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2195,periplasmic thioredoxin of cytochrome c-type biogenesis,COG0526,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2196,"heme lyase, CcmF subunit",COG1138,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2197,periplasmic heme chaperone,COG2332,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2199,heme exporter subunit,COG0755,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2200,heme exporter subunit,COG2386,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2201,heme exporter subunit,COG4133,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2207,periplasmic nitrate reductase chaperone NapD,COG3062,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2209,"ecotin, a serine protease inhibitor",COG4574,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2271,predicted peptidase,COG2234,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2301,glutathione S-transferase,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2302,GSH-dependent disulfide bond oxidoreductase,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2480,"thiol peroxidase, thioredoxin-dependent",COG1225,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2524,conserved protein,COG2975,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2526,Chaperone protein HscA,COG0443,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2527,Co-chaperone protein HscB,COG1076,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2528,Iron-binding apoprotein IscA,COG0316,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2529,FeS assembly scaffold apoprotein IscU,COG0822,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2592,protein disaggregation chaperone,COG0542,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2614,heat shock protein,COG0576,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2620,SsrA-binding protein,COG0691,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2673,ribonucleoside-diphosphate reductase class Ib glutaredoxin subunit (EC 1.17.4.1),COG0695,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2698,regulatory protein for RecA,COG2137,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2712,"Hydrogenase maturation protein, carbamoyltransferase HypF",COG0068,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2727,Hydrogenase nickel incorporation protein HypB,COG0378,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2728,Hydrogenase maturation protein HypC,COG0298,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2729,Hydrogenase maturation protein HypD,COG0409,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2730,"Hydrogenase maturation protein, carbamoyl dehydratase HypE",COG0309,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2743,L-isoaspartate protein carboxylmethyltransferase type II,COG2518,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2753,IAP aminopeptidase. Metallo peptidase. MEROPS family M28C,COG2234,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2811,CsdA-binding activator; Fe-S protein,COG2166,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2821,pitrilysin (EC:3.4.24.55). Metallo peptidase. MEROPS family M16A,COG1025,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2875,predicted molybdenum cofactor sulfurylase,COG1975,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2893,Thiol:disulfide interchange protein DsbC,COG1651,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2897,conserved protein,COG2938,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2898,Hda suppressor; also involved in methylthio modification at 2-methylthio-6-iodeadenosine in tRNA,COG0354,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2918,membrane ATPase/protein kinase,COG1703,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2936,heat shock protein binding to Era protein; predicted peptidase,COG0501,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2962,protein that protects iron-sulfur proteins against oxidative damage,COG2924,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2989,predicted S-transferase,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b2990,Hydrogenase 2 accessory protein HybG,COG0298,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3053,fused deadenylyltransferase/adenylyltransferase for glutamine synthetase,COG1391,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3158,predicted peptidase (collagenase-like),COG0826,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3159,predicted protease,COG0826,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3178,membrane protease FtsH catalytic subunit (EC 3.4.24.-),COG0465,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3229,stringent starvation protein A,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3234,DegQ peptidase. Serine peptidase. MEROPS family S01B,COG0265,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3235,DegS peptidase. Serine peptidase. MEROPS family S01B,COG0265,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3343,protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,COG2168,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3347,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),COG0545,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3349,FKBP-type peptidyl prolyl cis-trans isomerase/Apo-metallochaperone SlyD,COG1047,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3363,peptidyl-prolyl cis-trans isomerase A (rotamase A),COG0652,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3401,heat shock protein Hsp33,COG1281,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3414,Fe/S biogenesis protein; possible scaffold/chaperone for damaged Fe/S proteins,COG0694,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3424,rhomboid intramembrane serine protease,COG0705,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3441,predicted acetyltransferase,COG1670,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3470,sulfurtransferase required 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,COG0425,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3518,predicted cytochrome C peroxidase,COG1858,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3592,glutathione S-transferase homolog,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3610,glutaredoxin 3,COG0695,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3686,heat shock chaperone,COG0071,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3687,heat shock chaperone,COG0071,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3765,predicted bifunctional enzyme and transcriptional regulator,COG0606,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3800,predicted regulator of arylsulfatase activity,COG0641,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3891,Tat proofreading chaperone FdhE,COG3058,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4484,inhibitor of the cpx response; periplasmic adaptor protein,COG3678,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3931,molecular chaperone and ATPase component of HslUV protease,COG1220,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3932,HslV component of HslUV peptidase. Threonine peptidase. MEROPS family T01B,COG5405,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b3952,pyruvate formate lyase II activase,COG1180,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4002,Zn-binding periplasmic protein,COG3678,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4075,respiratory nitrite reductase specific cytochrome c biogenesis protein NrfF,COG3088,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4136,Thiol:disulfide interchange protein DsbD,COG4232,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4142,"Cpn10 chaperonin GroES, small subunit of GroESL",COG0234,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4143,"Cpn60 chaperonin GroEL, large subunit of GroESL",COG0459,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4174,protease FtsH subunit HflK,COG0330,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4175,protease FtsH subunit HflC,COG0330,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4207,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),COG0545,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4209,iron-sulfur cluster repair protein,COG2846,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4219,methionine sulfoxide reductase A,COG0225,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4379,predicted pyruvate formate lyase activating enzyme,COG1180,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b4389,DNA repair protein,COG1066,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
