b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b1461,4-oxalocrotonate tautomerase,COG1942,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1463,N-hydroxyarylamine O-acetyltransferase,COG2162,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1606,"dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme",COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1619,"7-alpha-hydroxysteroid dehydrogenase, NAD-dependent",COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1651,"glyoxalase I, Ni-dependent",COG0346,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1686,acyl-CoA esterase in vitro,COG2050,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1701,"short chain acyl-CoA synthetase, anaerobic",COG0318,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1781,"aldo-keto reductase, methylglyoxal to acetol, NADPH-dependent",COG0656,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b1805,acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase),COG0318,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2137,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2178,"microcin C transporter YejABEF, permease subunit; ABC family",COG4174,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2179,"microcin C transporter YejABEF, permease subunit; ABC family",COG4239,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2180,"microcin C transporter, ATP-binding subunit; ABC family",COG4172,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2260,2-succinylbenzoyl-CoA synthetase (EC 6.2.1.26),COG0318,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2265,isochorismate synthase (EC 5.4.4.2),COG1169,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2323,3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41),COG0304,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2426,predicted short-chain oxidoreductase,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2438,predicted carboxysome structural protein with predicted role in ethanolamine utilization,COG4577,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2456,Ethanolamine catabolic microcompartment shell protein,COG4576,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2539,phenylpropionate dioxygenase beta subunit (EC 1.14.12.19),COG5517,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2540,phenylpropionate dioxygenase ferredoxin subunit (EC 1.14.12.19),COG2146,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2541,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase (EC 1.3.1.-)",COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2705,sorbitol-6-phosphate dehydrogenase,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2774,predicted dehydrogenase,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2836,fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase,COG0318,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2842,2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125),COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b2902,predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3003,predicted oxidoreductase,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3012,"2,5-diketo-D-gluconate reductase A",COG0656,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3039,"predicted dioxygenase, LigB family",COG3384,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3209,isoprenoid biosynthesis protein with amidotransferase-like domain,COG3155,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3248,"conserved protein, Maf family of nucleotide-binding proteins",COG0424,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3366,assimilatory nitrite reductase (NAD(P)H) small subunit (EC 1.7.1.4),COG2146,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3820,"conserved protein, 4HBT family of thioesterases",COG2050,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b3830,predicted hydrolase,COG0412,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b4083,"conserved protein, metallo-beta-lactamase superfamily",COG2015,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b4249,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b4266,5-keto-D-gluconate 5-reductase (EC 1.1.1.69),COG1028,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
b4335,predicted 2-hydroxyglutaryl-CoA dehydratase,COG1775,"secondary metabolites biosynthesis, transport, and catabolism",Q,metabolism
