b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b2344,long-chain fatty acid outer membrane transporter,COG2067,lipid transport and metabolism,I,metabolism
b2350,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase),COG2246,lipid transport and metabolism,I,metabolism
b2371,"predicted CoA-transferase, NAD(P)-binding",COG1804,lipid transport and metabolism,I,metabolism
b2374,"formyl-CoA transferase, NAD(P)-binding",COG1804,lipid transport and metabolism,I,metabolism
b2378,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,COG1560,lipid transport and metabolism,I,metabolism
b2426,predicted short-chain oxidoreductase,COG1028,lipid transport and metabolism,I,metabolism
b2515,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.4.3),COG0821,lipid transport and metabolism,I,metabolism
b2541,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase (EC 1.3.1.-)",COG1028,lipid transport and metabolism,I,metabolism
b2542,phenylpropionate dioxygenase ferredoxin reductase subunit (EC 1.18.1.3),COG0446,lipid transport and metabolism,I,metabolism
b2563,holo-[acyl-carrier-protein] synthase,COG0736,lipid transport and metabolism,I,metabolism
b2585,phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase),COG1502,lipid transport and metabolism,I,metabolism
b2705,sorbitol-6-phosphate dehydrogenase,COG1028,lipid transport and metabolism,I,metabolism
b2736,"predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain",COG2084,lipid transport and metabolism,I,metabolism
b2746,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)",COG0245,lipid transport and metabolism,I,metabolism
b2747,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,COG1211,lipid transport and metabolism,I,metabolism
b2774,predicted dehydrogenase,COG1028,lipid transport and metabolism,I,metabolism
b2836,fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase,COG0318,lipid transport and metabolism,I,metabolism
b2842,2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125),COG1028,lipid transport and metabolism,I,metabolism
b2844,acetyl-CoA acetyltransferase (EC 2.3.1.9),COG0183,lipid transport and metabolism,I,metabolism
b2889,isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2),COG1443,lipid transport and metabolism,I,metabolism
b2902,predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,lipid transport and metabolism,I,metabolism
b2917,methylmalonyl-CoA mutase (EC 5.4.99.2),COG1884,lipid transport and metabolism,I,metabolism
b2919,"methylmalonyl-CoA decarboxylase, homohexamer (EC 4.1.1.41)",COG1024,lipid transport and metabolism,I,metabolism
b3003,predicted oxidoreductase,COG1028,lipid transport and metabolism,I,metabolism
b3018,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),COG0204,lipid transport and metabolism,I,metabolism
b3057,Undecaprenyl-diphosphatase (EC 3.6.1.27),COG1968,lipid transport and metabolism,I,metabolism
b3059,acyl-phosphate glycerol-3-phosphate acyltransferase,COG0344,lipid transport and metabolism,I,metabolism
b3125,tartronate semialdehyde reductase (EC 1.1.1.60),COG2084,lipid transport and metabolism,I,metabolism
b3157,"predicted lipid carrier protein, COG3154 family",COG3154,lipid transport and metabolism,I,metabolism
b3192,"ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein",COG2854,lipid transport and metabolism,I,metabolism
b3255,biotin carboxyl carrier protein,COG0511,lipid transport and metabolism,I,metabolism
b3256,biotin carboxylase (EC 6.3.4.14),COG0439,lipid transport and metabolism,I,metabolism
b3449,"glycerophosphodiester phosphodiesterase, cytosolic",COG0584,lipid transport and metabolism,I,metabolism
b3605,"L-lactate dehydrogenase, FMN-linked",COG1304,lipid transport and metabolism,I,metabolism
b3825,lysophospholipase L2,COG2267,lipid transport and metabolism,I,metabolism
b3845,3-ketoacyl-CoA thiolase (EC 2.3.1.16),COG0183,lipid transport and metabolism,I,metabolism
b3846,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)/short chain enoyl-CoA hydratase (EC 4.2.1.17),COG1250,lipid transport and metabolism,I,metabolism
b3862,"inner membrane protein, Predicted acyltransferas",COG0204,lipid transport and metabolism,I,metabolism
b3882,"gamma-hydroxybutyrate dehydrogenase, NADH-dependent",COG2084,lipid transport and metabolism,I,metabolism
b3918,CDP-diacylglycerol phosphotidylhydrolase,COG2134,lipid transport and metabolism,I,metabolism
b4041,glycerol-3-phosphate acyltransferase (EC 2.3.1.15),COG2937,lipid transport and metabolism,I,metabolism
b4042,diacylglycerol kinase (EC 2.7.1.107),COG0818,lipid transport and metabolism,I,metabolism
b4069,acetyl-coenzyme A synthetase (EC 6.2.1.1),COG0365,lipid transport and metabolism,I,metabolism
b4160,phosphatidylserine decarboxylase,COG0688,lipid transport and metabolism,I,metabolism
b4187,isovaleryl CoA dehydrogenase,COG1960,lipid transport and metabolism,I,metabolism
b4249,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,lipid transport and metabolism,I,metabolism
b4266,5-keto-D-gluconate 5-reductase (EC 1.1.1.69),COG1028,lipid transport and metabolism,I,metabolism
b4377,"conserved protein, patatin-like family",COG4667,lipid transport and metabolism,I,metabolism
