b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0658,predicteed ion transport,COG4535,inorganic ion transport and metabolism,P,metabolism
b0683,DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport,COG0735,inorganic ion transport and metabolism,P,metabolism
b0696,"potassium translocating ATPase, subunit C",COG2156,inorganic ion transport and metabolism,P,metabolism
b0697,"potassium translocating ATPase, subunit B",COG2216,inorganic ion transport and metabolism,P,metabolism
b0698,"potassium translocating ATPase, subunit A",COG2060,inorganic ion transport and metabolism,P,metabolism
b0752,zinc efflux system,COG1230,inorganic ion transport and metabolism,P,metabolism
b0760,fused molybdate transporter subunits of ABC superfamily: ATP-binding components,COG1119,inorganic ion transport and metabolism,P,metabolism
b0763,molybdate transporter subunit,COG0725,inorganic ion transport and metabolism,P,metabolism
b0764,molybdate transporter subunit,COG4149,inorganic ion transport and metabolism,P,metabolism
b0765,molybdate transporter subunit,COG4148,inorganic ion transport and metabolism,P,metabolism
b0805,catecholate siderophore receptor Fiu,COG4774,inorganic ion transport and metabolism,P,metabolism
b0812,Fe-binding and storage protein,COG0783,inorganic ion transport and metabolism,P,metabolism
b0831,"glutathione transporter, permease component, ABC superfamily",COG0601,inorganic ion transport and metabolism,P,metabolism
b0832,"glutathione transporter, permease component, ABC superfamily",COG1173,inorganic ion transport and metabolism,P,metabolism
b0873,hydroxylamine reductase precursor (EC 1.7.99.1),COG1151,inorganic ion transport and metabolism,P,metabolism
b0904,formate channel,COG2116,inorganic ion transport and metabolism,P,metabolism
b0933,alkanesulfonate transporter subunit,COG1116,inorganic ion transport and metabolism,P,metabolism
b0934,putative alkanesulfonate transporter subunit,COG0600,inorganic ion transport and metabolism,P,metabolism
b0936,putative aliphatic sulphonate binding protein,COG0715,inorganic ion transport and metabolism,P,metabolism
b0969,sulfurtransferase required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,COG2920,inorganic ion transport and metabolism,P,metabolism
b1018,inactive ferrous ion transporter EfeUOB,COG2822,inorganic ion transport and metabolism,P,metabolism
b1019,"deferrrochelatase, periplasmic",COG2837,inorganic ion transport and metabolism,P,metabolism
b1102,ferric-rhodotorulic acid outer membrane transporter,COG4773,inorganic ion transport and metabolism,P,metabolism
b1186,"sodium/proton antiporter, NhaB family (TC 2.A.34.1.1)",COG3067,inorganic ion transport and metabolism,P,metabolism
b1191,"potassium/proton antiporter, CPA1 family (TC 2.A.36)",COG3263,inorganic ion transport and metabolism,P,metabolism
b1206,predicted transporter,COG0659,inorganic ion transport and metabolism,P,metabolism
b1216,calcium/sodium:proton antiporter,COG0387,inorganic ion transport and metabolism,P,metabolism
b1217,cation transport regulator,COG4572,inorganic ion transport and metabolism,P,metabolism
b1218,cation transport regulator,COG3703,inorganic ion transport and metabolism,P,metabolism
b1219,conserved protein,COG1553,inorganic ion transport and metabolism,P,metabolism
b1223,nitrate/nitrite transporter,COG2223,inorganic ion transport and metabolism,P,metabolism
b1224,respiratory nitrate reductase alpha subunit apoprotein,COG5013,inorganic ion transport and metabolism,P,metabolism
b1225,respiratory nitrate reductase beta subunit,COG1140,inorganic ion transport and metabolism,P,metabolism
b1226,respiratory nitrate reductase chaperone NarJ,COG2180,inorganic ion transport and metabolism,P,metabolism
b1227,respiratory nitrate reductase gamma subunit,COG2181,inorganic ion transport and metabolism,P,metabolism
b1244,oligopeptide transporter subunit,COG0601,inorganic ion transport and metabolism,P,metabolism
b1245,oligopeptide transporter subunit,COG1173,inorganic ion transport and metabolism,P,metabolism
b1246,oligopeptide transporter subunit,COG0444,inorganic ion transport and metabolism,P,metabolism
b1257,predicted rubrerythrin/ferritin-like metal-binding protein,COG3685,inorganic ion transport and metabolism,P,metabolism
b1258,predicted rubrerythrin/ferritin-like metal-binding protein,COG3685,inorganic ion transport and metabolism,P,metabolism
b1308,thiosulfate sulfurtransferase (EC 2.8.1.1),COG0607,inorganic ion transport and metabolism,P,metabolism
b1342,predicted Zn(II) transporter,COG0598,inorganic ion transport and metabolism,P,metabolism
b1363,Rac prophage; potassium transporter subunit,COG0168,inorganic ion transport and metabolism,P,metabolism
b1451,predicted iron outer membrane transporter,COG1629,inorganic ion transport and metabolism,P,metabolism
b1465,respiratory nitrate reductase gamma subunit,COG2181,inorganic ion transport and metabolism,P,metabolism
b1466,respiratory nitrate reductase chaperone NarJ,COG2180,inorganic ion transport and metabolism,P,metabolism
b1467,respiratory nitrate reductase beta subunit,COG1140,inorganic ion transport and metabolism,P,metabolism
b1468,respiratory nitrate reductase alpha subunit apoprotein,COG5013,inorganic ion transport and metabolism,P,metabolism
b1469,nitrate/nitrite transporter,COG2223,inorganic ion transport and metabolism,P,metabolism
b1483,"D,D-dipeptide permease system, ATP-binding component",COG1124,inorganic ion transport and metabolism,P,metabolism
b1484,"D,D-dipeptide permease system, ATP-binding component",COG0444,inorganic ion transport and metabolism,P,metabolism
b1485,D-ala-D-ala transporter subunit,COG1173,inorganic ion transport and metabolism,P,metabolism
b1486,D-ala-D-ala transporter subunit,COG0601,inorganic ion transport and metabolism,P,metabolism
b1495,predicted porin protein,COG1629,inorganic ion transport and metabolism,P,metabolism
b1498,conserved protein,COG3119,inorganic ion transport and metabolism,P,metabolism
b1520,conserved inner membrane protein,COG3781,inorganic ion transport and metabolism,P,metabolism
b1592,"chloride channel, voltage-gated",COG0038,inorganic ion transport and metabolism,P,metabolism
b1646,"superoxide dismutase, Cu, Zn",COG2032,inorganic ion transport and metabolism,P,metabolism
b1656,"superoxide dismutase, Fe",COG0605,inorganic ion transport and metabolism,P,metabolism
b1670,predicted cytochrome,COG4117,inorganic ion transport and metabolism,P,metabolism
b1732,hydroperoxidase HPII(III) (catalase),COG0753,inorganic ion transport and metabolism,P,metabolism
b1753,conserved protein,COG2128,inorganic ion transport and metabolism,P,metabolism
b1757,thiosulfate sulfurtransferase (EC 2.8.1.1),COG2897,inorganic ion transport and metabolism,P,metabolism
b1791,predicted transporter,COG2807,inorganic ion transport and metabolism,P,metabolism
b1802,predicted 2Fe-2S cluster-containing protein,COG4638,inorganic ion transport and metabolism,P,metabolism
b1816,fused predicted membrane protein/conserved protein,COG0861,inorganic ion transport and metabolism,P,metabolism
b1821,conserved inner membrane protein,COG1971,inorganic ion transport and metabolism,P,metabolism
b1840,inner membrane protein,COG1276,inorganic ion transport and metabolism,P,metabolism
b1841,conserved protein,COG2372,inorganic ion transport and metabolism,P,metabolism
b1857,zinc transporter subunit: periplasmic-binding component of ABC superfamily,COG4531,inorganic ion transport and metabolism,P,metabolism
b1858,zinc transporter subunit: ATP-binding component of ABC superfamily,COG1121,inorganic ion transport and metabolism,P,metabolism
b1859,zinc transporter subunit: membrane component of ABC superfamily,COG1108,inorganic ion transport and metabolism,P,metabolism
b1874,copper homeostasis protein,COG3142,inorganic ion transport and metabolism,P,metabolism
b1902,"ferritin B, probable ferrous iron reservoir",COG1528,inorganic ion transport and metabolism,P,metabolism
b1905,ferritin iron storage protein (cytoplasmic),COG1528,inorganic ion transport and metabolism,P,metabolism
b1973,"zinc and cadmium binding protein, periplasmic",COG3443,inorganic ion transport and metabolism,P,metabolism
b2063,inner membrane protein,COG0861,inorganic ion transport and metabolism,P,metabolism
b2106,membrane protein conferring nickel and cobalt resistance,COG2215,inorganic ion transport and metabolism,P,metabolism
b2107,predicted protein,COG5455,inorganic ion transport and metabolism,P,metabolism
b2155,catecholate siderophore receptor CirA,COG4771,inorganic ion transport and metabolism,P,metabolism
b2203,periplasmic nitrate reductase subunit NapB,COG3043,inorganic ion transport and metabolism,P,metabolism
b2211,"Microcin J25 efflux pump, TolC-dependent; fused ABC transporter permease and ATP-binding components",COG4615,inorganic ion transport and metabolism,P,metabolism
b2278,NADH dehydrogenase subunit L (EC 1.6.5.3),COG1009,inorganic ion transport and metabolism,P,metabolism
b2347,predicted inner membrane protein,COG2116,inorganic ion transport and metabolism,P,metabolism
b2389,predicted ion channel protein,COG0038,inorganic ion transport and metabolism,P,metabolism
b2392,manganese/divalent cation transporter,COG1914,inorganic ion transport and metabolism,P,metabolism
b2422,sulfate/thiosulfate transporter subunit,COG1118,inorganic ion transport and metabolism,P,metabolism
b2423,sulfate/thiosulfate transporter subunit,COG4208,inorganic ion transport and metabolism,P,metabolism
b2424,sulfate/thiosulfate transporter subunit,COG0555,inorganic ion transport and metabolism,P,metabolism
b2425,thiosulfate transporter subunit,COG4150,inorganic ion transport and metabolism,P,metabolism
b2431,"deferrrochelatase, cytoplasmic",COG2837,inorganic ion transport and metabolism,P,metabolism
b2471,"predicted reductase, function unknown, ArsC family; low abundance protein",COG1393,inorganic ion transport and metabolism,P,metabolism
b2482,"hydrogenase 4, membrane subunit",COG0651,inorganic ion transport and metabolism,P,metabolism
b2484,"hydrogenase 4, membrane subunit",COG1009,inorganic ion transport and metabolism,P,metabolism
b2486,"hydrogenase 4, membrane subunit",COG0651,inorganic ion transport and metabolism,P,metabolism
b2492,predicted formate transporter,COG2116,inorganic ion transport and metabolism,P,metabolism
b2495,predicted oxidoreductase,COG1393,inorganic ion transport and metabolism,P,metabolism
b2501,"polyphosphate kinase, component of RNA degradosome",COG0855,inorganic ion transport and metabolism,P,metabolism
b2502,exopolyphosphatase,COG0248,inorganic ion transport and metabolism,P,metabolism
b2521,3-mercaptopyruvate sulfurtransferase,COG2897,inorganic ion transport and metabolism,P,metabolism
b2538,phenylpropionate dioxygenase alpha subunit (EC 1.14.12.19),COG4638,inorganic ion transport and metabolism,P,metabolism
b2540,phenylpropionate dioxygenase ferredoxin subunit (EC 1.14.12.19),COG2146,inorganic ion transport and metabolism,P,metabolism
b2593,"conserved protein, UPF0124 family",COG1496,inorganic ion transport and metabolism,P,metabolism
b4461,"inner membrane protein, UPF0053 family",COG4536,inorganic ion transport and metabolism,P,metabolism
b2668,predicted inner membrane protein with hydrolase activity,COG0607,inorganic ion transport and metabolism,P,metabolism
b2723,"hydrogenase 3, membrane subunit",COG0651,inorganic ion transport and metabolism,P,metabolism
b2750,adenylylsulfate kinase (EC 2.7.1.25),COG0529,inorganic ion transport and metabolism,P,metabolism
b2751,sulfate adenylyltransferase subunit 1 (EC 2.7.7.4),COG2895,inorganic ion transport and metabolism,P,metabolism
b2763,sulfite reductase (NADPH) beta subunit (EC 1.8.1.2),COG0155,inorganic ion transport and metabolism,P,metabolism
b2764,sulfite reductase (NADPH) alpha subunit (EC 1.8.1.2),COG0369,inorganic ion transport and metabolism,P,metabolism
b2775,"inner membrane protein, predicted transporter",COG2223,inorganic ion transport and metabolism,P,metabolism
b2832,"inner membrane protein, UPF0053 family",COG0861,inorganic ion transport and metabolism,P,metabolism
b2962,protein that protects iron-sulfur proteins against oxidative damage,COG2924,inorganic ion transport and metabolism,P,metabolism
b3017,cell division protein SufI,COG2132,inorganic ion transport and metabolism,P,metabolism
b3040,zinc transporter,COG0428,inorganic ion transport and metabolism,P,metabolism
b3054,predicted adenylate cyclase,COG3025,inorganic ion transport and metabolism,P,metabolism
b3070,predicted siderophore interacting protein,COG2375,inorganic ion transport and metabolism,P,metabolism
b3088,"inner membrane protein, part of terminus",COG0861,inorganic ion transport and metabolism,P,metabolism
b3196,predicted calcium/sodium:proton antiporter,COG0530,inorganic ion transport and metabolism,P,metabolism
b3290,NAD-binding component of TrK potassium transporter,COG0569,inorganic ion transport and metabolism,P,metabolism
b3336,"bacterioferritin, iron storage and detoxification protein",COG2193,inorganic ion transport and metabolism,P,metabolism
b3337,bacterioferritin-associated ferredoxin,COG2906,inorganic ion transport and metabolism,P,metabolism
b3344,protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,COG2923,inorganic ion transport and metabolism,P,metabolism
b3345,sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,COG1553,inorganic ion transport and metabolism,P,metabolism
b3350,"Kef-type potassium/proton antiporter, CPA2 family (TC 2.A.37.1)",COG0475,inorganic ion transport and metabolism,P,metabolism
b3366,assimilatory nitrite reductase (NAD(P)H) small subunit (EC 1.7.1.4),COG2146,inorganic ion transport and metabolism,P,metabolism
b3367,nitrite transporter,COG2116,inorganic ion transport and metabolism,P,metabolism
b3408,"ferrous iron transporter, protein A",COG1918,inorganic ion transport and metabolism,P,metabolism
b3409,"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein",COG0370,inorganic ion transport and metabolism,P,metabolism
b3425,thiosulfate sulfurtransferase (EC 2.8.1.1),COG0607,inorganic ion transport and metabolism,P,metabolism
b3469,"zinc, cobalt and lead efflux system",COG2217,inorganic ion transport and metabolism,P,metabolism
b3477,nickel transporter subunit,COG0601,inorganic ion transport and metabolism,P,metabolism
b3478,nickel transporter subunit,COG1173,inorganic ion transport and metabolism,P,metabolism
b3479,nickel transporter subunit,COG0444,inorganic ion transport and metabolism,P,metabolism
b3480,nickel transporter subunit,COG1124,inorganic ion transport and metabolism,P,metabolism
b3502,arsenite efflux membrane protein ArsB (TC 3.A.4.1.1; TC 2.A.45.1.1),COG1055,inorganic ion transport and metabolism,P,metabolism
b3503,arsenate reductase,COG1393,inorganic ion transport and metabolism,P,metabolism
b3541,dipeptide/heme transporter,COG0444,inorganic ion transport and metabolism,P,metabolism
b3542,dipeptide/heme transporter,COG1173,inorganic ion transport and metabolism,P,metabolism
b3543,dipeptide/heme transporter,COG0601,inorganic ion transport and metabolism,P,metabolism
b3547,"Inner membrane protein, predicted transporter",COG2223,inorganic ion transport and metabolism,P,metabolism
b3611,predicted rhodanese-related sulfurtransferase,COG0607,inorganic ion transport and metabolism,P,metabolism
b3661,cytoplasmic membrane lipoprotein-28,COG1464,inorganic ion transport and metabolism,P,metabolism
b3678,predicted sulfatase/phosphatase,COG3119,inorganic ion transport and metabolism,P,metabolism
b3719,predicted xylanase,COG2382,inorganic ion transport and metabolism,P,metabolism
b3724,"phosphate uptake regulator, PhoU",COG0704,inorganic ion transport and metabolism,P,metabolism
b3725,"phosphate ABC transporter ATP-binding protein, PhoT family (TC 3.A.1.7.1)",COG1117,inorganic ion transport and metabolism,P,metabolism
b3726,"phosphate ABC transporter membrane protein 2, PhoT family (TC 3.A.1.7.1)",COG0581,inorganic ion transport and metabolism,P,metabolism
b3727,"phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)",COG0573,inorganic ion transport and metabolism,P,metabolism
b3728,"phosphate ABC transporter substrate-binding protein, PhoT family (TC 3.A.1.7.1)",COG0226,inorganic ion transport and metabolism,P,metabolism
b3747,potassium transporter,COG3158,inorganic ion transport and metabolism,P,metabolism
b3779,guanosine pentaphosphatase/exopolyphosphatase,COG0248,inorganic ion transport and metabolism,P,metabolism
b3801,acrylsulfatase-like enzyme,COG3119,inorganic ion transport and metabolism,P,metabolism
b3807,iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein,COG1965,inorganic ion transport and metabolism,P,metabolism
b3816,magnesium/nickel/cobalt transporter,COG0598,inorganic ion transport and metabolism,P,metabolism
b3849,potassium transporter,COG0168,inorganic ion transport and metabolism,P,metabolism
b3908,"superoxide dismutase, Mn",COG0605,inorganic ion transport and metabolism,P,metabolism
b3915,ferrous iron and zinc transporter,COG0053,inorganic ion transport and metabolism,P,metabolism
b3917,sulfate transporter subunit,COG1613,inorganic ion transport and metabolism,P,metabolism
b3942,catalase/hydroperoxidase HPI(I),COG0376,inorganic ion transport and metabolism,P,metabolism
b4020,predicted transporter,COG1283,inorganic ion transport and metabolism,P,metabolism
b4046,"zinc uptake regulator, Fur family",COG0735,inorganic ion transport and metabolism,P,metabolism
b4055,acid phosphatase (EC 3.1.3.2),COG3700,inorganic ion transport and metabolism,P,metabolism
b4065,"sodium/proton antiporter, CPA1 family (TC 2.A.36)",COG0025,inorganic ion transport and metabolism,P,metabolism
b4070,respiratory nitrite reductase (cytochrome; ammonia-forming) precursor (EC 1.7.2.2),COG3303,inorganic ion transport and metabolism,P,metabolism
b4073,respiratory nitrite reductase specific menaquinol--cytochrome-c reductase complex subunit NrfD (EC 1.10.2.-),COG3301,inorganic ion transport and metabolism,P,metabolism
b4092,"5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.-)",COG1235,inorganic ion transport and metabolism,P,metabolism
b4095,ribophosphonate triphosphate hydrolase (EC 3.-.-.-),COG3454,inorganic ion transport and metabolism,P,metabolism
b4096,"methylphosphonate degradation complex, subunit phnL",COG4778,inorganic ion transport and metabolism,P,metabolism
b4097,carbon-phosphorus lyase complex subunit,COG4107,inorganic ion transport and metabolism,P,metabolism
b4098,carbon-phosphorous lyase (EC 4.-.-.-),COG3627,inorganic ion transport and metabolism,P,metabolism
b4099,"methylphosphonate degradation complex, subunit phnI",COG3626,inorganic ion transport and metabolism,P,metabolism
b4100,"methylphosphonate degradation complex, subunit phnH",COG3625,inorganic ion transport and metabolism,P,metabolism
b4101,"methylphosphonate degradation complex, subunit phnG",COG3624,inorganic ion transport and metabolism,P,metabolism
b4105,phosphonate/organophosphate ester transporter subunit,COG3221,inorganic ion transport and metabolism,P,metabolism
b4106,phosphonate/organophosphate ester transporter subunit,COG3638,inorganic ion transport and metabolism,P,metabolism
b4137,"divalent-cation tolerance protein, copper sensitivity",COG1324,inorganic ion transport and metabolism,P,metabolism
b4214,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)",COG1218,inorganic ion transport and metabolism,P,metabolism
b4226,inorganic pyrophosphatase,COG0221,inorganic ion transport and metabolism,P,metabolism
b4242,magnesium transporter,COG0474,inorganic ion transport and metabolism,P,metabolism
b4287,KpLE2 phage-like element; iron-dicitrate transporter subunit,COG1120,inorganic ion transport and metabolism,P,metabolism
b4288,KpLE2 phage-like element; iron-dicitrate transporter subunit,COG0609,inorganic ion transport and metabolism,P,metabolism
b4289,KpLE2 phage-like element; iron-dicitrate transporter subunit,COG0609,inorganic ion transport and metabolism,P,metabolism
b4290,KpLE2 phage-like element; iron-dicitrate transporter subunit,COG4594,inorganic ion transport and metabolism,P,metabolism
b4291,KpLE2 phage-like element; ferric citrate outer membrane transporter,COG4772,inorganic ion transport and metabolism,P,metabolism
b4292,FecR family protein,COG3712,inorganic ion transport and metabolism,P,metabolism
b4367,ferric iron reductase involved in ferric hydroximate transport,COG4114,inorganic ion transport and metabolism,P,metabolism
