b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0912,"integration host factor (IHF), DNA-binding protein, beta subunit",COG0776,"Replication, recombination, and repair",L,information storage and processing
b0956,"conserved protein, UPF0268 family",COG3120,"Replication, recombination, and repair",L,information storage and processing
b0962,DNA helicase IV,COG0210,"Replication, recombination, and repair",L,information storage and processing
b1114,transcription-repair coupling factor,COG1197,"Replication, recombination, and repair",L,information storage and processing
b1158,e14 prophage; site-specific DNA recombinase,COG1961,"Replication, recombination, and repair",L,information storage and processing
b1184,"DNA polymerase V, subunit C",COG0389,"Replication, recombination, and repair",L,information storage and processing
b1274,DNA topoisomerase I (EC 5.99.1.2),COG0550,"Replication, recombination, and repair",L,information storage and processing
b1289,conserved protein,COG2852,"Replication, recombination, and repair",L,information storage and processing
b1335,O-6-alkylguanine-DNA:cysteine-protein methyltransferase,COG0350,"Replication, recombination, and repair",L,information storage and processing
b1340,conserved protein,COG2840,"Replication, recombination, and repair",L,information storage and processing
b1343,ATP-dependent RNA helicase DbpA (EC 5.99.1.-),COG0513,"Replication, recombination, and repair",L,information storage and processing
b1345,Rac prophage; integrase,COG4974,"Replication, recombination, and repair",L,information storage and processing
b1349,Rac prophage; recombination and repair protein,COG3723,"Replication, recombination, and repair",L,information storage and processing
b1360,phage DNA replication protein (predicted replicative helicase loader),COG1484,"Replication, recombination, and repair",L,information storage and processing
b1374,Rac prophage; predicted site-specific recombinase,COG1961,"Replication, recombination, and repair",L,information storage and processing
b1545,Qin prophage; predicted site-specific recombinase,COG1961,"Replication, recombination, and repair",L,information storage and processing
b1633,DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)/endonuclease III (EC 3.2.2.-),COG0177,"Replication, recombination, and repair",L,information storage and processing
b1652,RNAse T (EC 3.1.13.-),COG0847,"Replication, recombination, and repair",L,information storage and processing
b1653,"ATP dependent helicase, Lhr family",COG1201,"Replication, recombination, and repair",L,information storage and processing
b1712,"integration host factor (IHF), DNA-binding protein, alpha subunit",COG0776,"Replication, recombination, and repair",L,information storage and processing
b1749,Exodeoxyribonuclease III (EC 3.1.11.2),COG0708,"Replication, recombination, and repair",L,information storage and processing
b1763,DNA topoisomerase III,COG0550,"Replication, recombination, and repair",L,information storage and processing
b1808,conserved protein with nucleoside triphosphate hydrolase domain,COG1199,"Replication, recombination, and repair",L,information storage and processing
b1844,Exodeoxyribonuclease X (EC 3.1.11.-),COG0847,"Replication, recombination, and repair",L,information storage and processing
b1848,conserved protein regulated by LexA,COG3141,"Replication, recombination, and repair",L,information storage and processing
b1860,Holliday junction DNA helicase subunit RuvB,COG2255,"Replication, recombination, and repair",L,information storage and processing
b1861,Holliday junction DNA helicase subunit RuvA,COG0632,"Replication, recombination, and repair",L,information storage and processing
b1863,Holliday junction endonuclease RuvC (EC 3.1.22.4),COG0817,"Replication, recombination, and repair",L,information storage and processing
b1913,Excinuclease ABC subunit C,COG0322,"Replication, recombination, and repair",L,information storage and processing
b1960,T/G mismatch-specific endonuclease (EC 3.1.-.-),COG3727,"Replication, recombination, and repair",L,information storage and processing
b1961,DNA cytosine methylase,COG0270,"Replication, recombination, and repair",L,information storage and processing
b2009,DNA gyrase inhibitor,COG3449,"Replication, recombination, and repair",L,information storage and processing
b2011,Exodeoxyribonuclease I subunit C (EC 3.1.11.1),COG2925,"Replication, recombination, and repair",L,information storage and processing
b2068,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),COG0122,"Replication, recombination, and repair",L,information storage and processing
b2159,Endonuclease IV (EC 3.1.21.-),COG0648,"Replication, recombination, and repair",L,information storage and processing
b2184,predicted ATP-dependent DNA or RNA helicase,COG1061,"Replication, recombination, and repair",L,information storage and processing
b2212,DNA-N1-methyladenine dioxygenase (EC 1.14.11.-),COG3145,"Replication, recombination, and repair",L,information storage and processing
b2213,DNA-O6-methylguanine--protein-cysteine S-methyltransferase (EC 2.1.1.63)/Transcriptional regulator Ada,COG2169,"Replication, recombination, and repair",L,information storage and processing
b2231,DNA gyrase subunit A (EC 5.99.1.3),COG0188,"Replication, recombination, and repair",L,information storage and processing
b2244,conserved protein,COG5464,"Replication, recombination, and repair",L,information storage and processing
b2305,conserved protein,COG5464,"Replication, recombination, and repair",L,information storage and processing
b2331,conserved protein,COG2840,"Replication, recombination, and repair",L,information storage and processing
b2349,CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase,COG0582,"Replication, recombination, and repair",L,information storage and processing
b2411,"DNA ligase, NAD(+)-dependent",COG0272,"Replication, recombination, and repair",L,information storage and processing
b2442,CPZ-55 prophage; predicted integrase,COG0582,"Replication, recombination, and repair",L,information storage and processing
b2509,Exodeoxyribonuclease VII large subunit (EC 3.1.11.6),COG1570,"Replication, recombination, and repair",L,information storage and processing
b2565,DNA replication and repair protein RecO,COG1381,"Replication, recombination, and repair",L,information storage and processing
b2576,ATP-dependent RNA helicase,COG0513,"Replication, recombination, and repair",L,information storage and processing
b2580,Uracil-DNA glycosylase (EC 3.2.2.-),COG0692,"Replication, recombination, and repair",L,information storage and processing
b2616,DNA replication and repair protein RecN,COG0497,"Replication, recombination, and repair",L,information storage and processing
b2622,CP4-57 prophage; integrase,COG0582,"Replication, recombination, and repair",L,information storage and processing
b2627,CP4-57 prophage; conserved protein,COG1204,"Replication, recombination, and repair",L,information storage and processing
b2644,CP4-57 prophage; predicted DNA repair protein,COG2003,"Replication, recombination, and repair",L,information storage and processing
b2699,RecA protein,COG0468,"Replication, recombination, and repair",L,information storage and processing
b2733,DNA mismatch repair protein MutS,COG0249,"Replication, recombination, and repair",L,information storage and processing
b2744,3'-nucleotidase (EC 3.1.3.6)/5'-nucleotidase (EC 3.1.3.5)/exopolyphosphatase (EC 3.6.1.11),COG0496,"Replication, recombination, and repair",L,information storage and processing
b2798,"Ssb-binding protein, misidentified as ExoIX",COG0258,"Replication, recombination, and repair",L,information storage and processing
b2819,"DNA helicase/exodeoxyribonuclease V, alpha subunit (EC 3.1.11.5)",COG0507,"Replication, recombination, and repair",L,information storage and processing
b2820,"DNA helicase/exodeoxyribonuclease V, beta subunit (EC 3.1.11.5)",COG1074,"Replication, recombination, and repair",L,information storage and processing
b2822,"DNA helicase/exodeoxyribonuclease V, gamma subunit (EC 3.1.11.5)",COG1330,"Replication, recombination, and repair",L,information storage and processing
b2831,DNA mismatch repair protein MutH,COG3066,"Replication, recombination, and repair",L,information storage and processing
b2892,exonuclease RecJ (EC 3.1.-.-),COG0608,"Replication, recombination, and repair",L,information storage and processing
b2894,tyrosine recombinase XerD subunit,COG4974,"Replication, recombination, and repair",L,information storage and processing
b2945,DNA-specific endonuclease I,COG2356,"Replication, recombination, and repair",L,information storage and processing
b2961,A/G-specific DNA-adenine glycosylase (EC 3.2.2.-),COG1194,"Replication, recombination, and repair",L,information storage and processing
b3019,DNA topoisomerase IV subunit A (EC 5.99.1.3),COG0188,"Replication, recombination, and repair",L,information storage and processing
b3023,transcriptional repressor for mcbR biofilm gene,COG3449,"Replication, recombination, and repair",L,information storage and processing
b3030,DNA topoisomerase IV subunit B (EC 5.99.1.3),COG0187,"Replication, recombination, and repair",L,information storage and processing
b3066,DNA primase (EC 2.7.7.-),COG0358,"Replication, recombination, and repair",L,information storage and processing
b3068,G/U mismatch-specific uracil-DNA glycosylase (EC 3.2.2.-),COG3663,"Replication, recombination, and repair",L,information storage and processing
b3148,"conserved protein, UPF0102 family",COG0792,"Replication, recombination, and repair",L,information storage and processing
b3155,"conserved protein, GIY-YIG nuclease superfamily",COG2827,"Replication, recombination, and repair",L,information storage and processing
b3162,ATP-dependent RNA helicase CsdA (EC 5.99.1.-),COG0513,"Replication, recombination, and repair",L,information storage and processing
b3183,GTPase involved in cell partioning and DNA repair,COG0536,"Replication, recombination, and repair",L,information storage and processing
b3262,"DNA adenine methyltransferase, SAM-dependent",COG0863,"Replication, recombination, and repair",L,information storage and processing
b3283,predicted DNA topoisomerase,COG0551,"Replication, recombination, and repair",L,information storage and processing
b4473,DNA protecting protein DprA,COG0758,"Replication, recombination, and repair",L,information storage and processing
b3387,DNA adenine methylase Dam,COG0338,"Replication, recombination, and repair",L,information storage and processing
b3411,predicted transposase,COG5464,"Replication, recombination, and repair",L,information storage and processing
b3549,DNA-3-methyladenine glycosylase I (EC 3.2.2.20),COG2818,"Replication, recombination, and repair",L,information storage and processing
b3635,DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)/Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),COG0266,"Replication, recombination, and repair",L,information storage and processing
b3638,DNA replication and repair protein RadC,COG2003,"Replication, recombination, and repair",L,information storage and processing
b3647,"DNA ligase, NAD(+)-dependent",COG0272,"Replication, recombination, and repair",L,information storage and processing
b3652,ATP-dependent DNA helicase RecG (EC 3.6.1.-),COG1200,"Replication, recombination, and repair",L,information storage and processing
b3699,DNA gyrase subunit B (EC 5.99.1.3),COG0187,"Replication, recombination, and repair",L,information storage and processing
b3700,DNA replication and repair protein RecF,COG1195,"Replication, recombination, and repair",L,information storage and processing
b3701,"DNA polymerase III, beta subunit (EC 2.7.7.7)",COG0592,"Replication, recombination, and repair",L,information storage and processing
b3702,chromosomal replication initiator protein DnaA,COG0593,"Replication, recombination, and repair",L,information storage and processing
b3778,ATP-dependent DNA helicase Rep (EC 3.6.1.-),COG0210,"Replication, recombination, and repair",L,information storage and processing
b3780,ATP-dependent RNA helicase,COG0513,"Replication, recombination, and repair",L,information storage and processing
b3811,tyrosine recombinase XerC subunit,COG4973,"Replication, recombination, and repair",L,information storage and processing
b3813,ATP-dependent DNA helicase UvrD (EC 3.6.1.-),COG0210,"Replication, recombination, and repair",L,information storage and processing
b3822,ATP-dependent DNA helicase RecQ (EC 3.6.1.-),COG0514,"Replication, recombination, and repair",L,information storage and processing
b3832,predicted recombination limiting protein,COG1322,"Replication, recombination, and repair",L,information storage and processing
b3863,DNA polymerase I (EC 2.7.7.7),COG0749,"Replication, recombination, and repair",L,information storage and processing
b3935,replication restart DNA helicase PriA,COG1198,"Replication, recombination, and repair",L,information storage and processing
b3998,Endonuclease V (EC 3.1.21.-),COG1515,"Replication, recombination, and repair",L,information storage and processing
b4000,bacterial nucleoid protein HU alpha subunit,COG0776,"Replication, recombination, and repair",L,information storage and processing
b4052,primary replicative DNA helicase (EC 3.6.1.-),COG0305,"Replication, recombination, and repair",L,information storage and processing
b4058,Excinuclease ABC subunit A,COG0178,"Replication, recombination, and repair",L,information storage and processing
b4059,single-strand binding protein,COG0629,"Replication, recombination, and repair",L,information storage and processing
b4170,DNA mismatch repair protein MutL,COG0323,"Replication, recombination, and repair",L,information storage and processing
b4201,restart primosome assembly protein PriB,COG2965,"Replication, recombination, and repair",L,information storage and processing
b4259,"DNA polymerase III, chi subunit (EC 2.7.7.7)",COG2927,"Replication, recombination, and repair",L,information storage and processing
b4263,"conserved protein, DUF853 family with NTPase fold",COG0433,"Replication, recombination, and repair",L,information storage and processing
b4361,replicative DNA helicase loader DnaC,COG1484,"Replication, recombination, and repair",L,information storage and processing
b4372,"DNA polymerase III, psi subunit (EC 2.7.7.7)",COG3050,"Replication, recombination, and repair",L,information storage and processing
