,gene_name,b_number,condition,reported_tot_per_cell,reported_fg_per_cell,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,corrected_volume,dataset,dataset_name,strain
0,epd,b2927,M9_glucose,439.89761839999994,0.027236850506044654,metabolism,carbohydrate transport and metabolism,G,D-erythrose-4-phosphate dehydrogenase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rsme,b2946,M9_glucose,306.0436799,0.01370570101792805,information storage and processing,"translation, ribosomal structure and biogenesis",J,16S rRNA m3U1498 methyltransferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rlme,b3179,M9_glucose,214.7197142,0.008317404321222618,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA 2'-O-ribose U2552 methyltransferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rng,b3247,M9_glucose,1177.744713,0.10823973276228313,information storage and processing,"translation, ribosomal structure and biogenesis",J,RNase G,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rplv,b3315,M9_glucose,26170.53117,0.5311351173801372,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L22,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fusa,b3340,M9_glucose,48224.2394,6.210532630039724,information storage and processing,"translation, ribosomal structure and biogenesis",J,elongation factor G,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rpsg,b3341,M9_glucose,53927.22116,1.7920846070673866,information storage and processing,"translation, ribosomal structure and biogenesis",J,30S ribosomal subunit protein S7,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glgx,b3431,M9_glucose,1035.480647,0.12647134887676956,metabolism,carbohydrate transport and metabolism,G,EG10381-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glgb,b3432,M9_glucose,1426.017787,0.19964166308968354,metabolism,carbohydrate transport and metabolism,G,GLYCOGEN-BRANCH-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,znta,b3469,M9_glucose,139.5187914,0.01779623572575216,metabolism,inorganic ion transport and metabolism,P,Zn2+/Cd2+/Pb2+ exporting P-type ATPase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,tata,b3836,M9_glucose,376.4730534,0.006039471076175616,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,twin arginine protein translocation system - TatA protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rpla,b3984,M9_glucose,40039.616310000005,1.6436983208348583,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L1,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pepe,b4021,M9_glucose,984.4207127999998,0.04015078007640335,metabolism,amino acid transport and metabolism,E,peptidase E,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rluf,b4022,M9_glucose,143.8654767,0.007756049684064594,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA pseudouridine2604 and tRNATyr pseudouridine35 synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,mgta,b4242,M9_glucose,398.1737977,0.06574389323696682,metabolism,inorganic ion transport and metabolism,P,Mg2+ importing P-type ATPase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rrab,b4255,M9_glucose,104.5459503,0.002707842567801294,information storage and processing,"translation, ribosomal structure and biogenesis",J,ribonuclease E inhibitor protein B,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rob,b4396,M9_glucose,161.0016568,0.008858423858295763,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator Rob,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,aaer,b3243,M9_glucose,0.0,0.0,information storage and processing,transcription,K,LysR-type transcriptional regulator AaeR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ubib,b3835,M9_glucose,147.8526616,0.015512254740033968,cellular processes and signaling,signal transduction mechanisms,T,ubiquinone biosynthesis protein UbiB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,aas,b2836,M9_glucose,159.3893525,0.021352116439605,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,metn,b0199,M9_glucose,1886.613907,0.11834366808740854,metabolism,amino acid transport and metabolism,E,L-methionine/D-methionine ABC transporter ATP binding subunit,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,abgr,b1339,M9_glucose,0.0,0.0,information storage and processing,transcription,K,putative LysR-type DNA-binding transcriptional regulator AbgR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acca,b0185,M9_glucose,3514.1697310000004,0.20558497363543735,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &alpha;,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,accb,b3255,M9_glucose,1746.7356149999998,0.048385310164458295,metabolism,coenzyme transport and metabolism,H,biotin carboxyl carrier protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,accc,b3256,M9_glucose,5195.977416,0.4254095315433297,metabolism,lipid transport and metabolism,I,biotin carboxylase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,accd,b2316,M9_glucose,2401.026129,0.13281160783309306,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &beta;,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acea,b4015,M9_glucose,60829.62658,4.7986375537957,metabolism,energy production and conversion,C,isocitrate lyase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,aceb,b4014,M9_glucose,33525.03543,3.3543420559429817,metabolism,energy production and conversion,C,MALATE-SYNTHASE,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pdhr,b0113,M9_glucose,176.7325176,0.008632588188430799,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator PdhR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acee,b0114,M9_glucose,19058.96194,3.153283906935627,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acef,b0115,M9_glucose,17214.61656,1.8887767116086014,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acek,b4016,M9_glucose,65.85718356,0.00740105267991521,cellular processes and signaling,signal transduction mechanisms,T,isocitrate dehydrogenase kinase/phosphatase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acka,b2296,M9_glucose,7564.975337999999,0.5436297187541532,metabolism,energy production and conversion,C,acetate kinase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acna,b1276,M9_glucose,1542.256212,0.2500673136324098,metabolism,energy production and conversion,C,aconitate hydratase 1,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acnb,b0118,M9_glucose,7658.77223,1.1886926106944962,metabolism,energy production and conversion,C,AcnB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,azor,b1412,M9_glucose,1237.11673,0.0444771670696444,metabolism,energy production and conversion,C,FMN dependent NADH:quinone oxidoreductase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acpp,b1094,M9_glucose,44191.299869999995,0.6337729872643848,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acps,b2563,M9_glucose,0.0,0.0,metabolism,lipid transport and metabolism,I,holo-[acyl-carrier-protein] synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acra,b0463,M9_glucose,6155.73423,0.43119083872349456,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,multidrug efflux pump membrane fusion lipoprotein AcrA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acrb,b0462,M9_glucose,2098.065436,0.3955507523662945,cellular processes and signaling,defense mechanisms,V,multidrug efflux pump RND permease AcrB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,gyrb,b3699,M9_glucose,2720.000925,0.406142378118225,information storage and processing,"Replication, recombination, and repair",L,DNA gyrase subunit B,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acrd,b2470,M9_glucose,4.425557417,0.0008304913422705344,cellular processes and signaling,defense mechanisms,V,multidrug efflux pump RND permease AcrD,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,acs,b4069,M9_glucose,1982.371709,0.23724239594115237,metabolism,lipid transport and metabolism,I,acetyl-CoA synthetase (AMP-forming),0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,gadc,b1492,M9_glucose,3981.3022189999997,0.3640017826443325,metabolism,amino acid transport and metabolism,E,XASA-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pfla,b0902,M9_glucose,1531.144385,0.0716860977493364,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,pyruvate formate-lyase activating enzyme,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,actp,b4067,M9_glucose,7846.366013,0.7710390059267912,metabolism,energy production and conversion,C,acetate/glycolate:cation symporter,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,aded,b3665,M9_glucose,58.86544777,0.00622836112718397,metabolism,nucleotide transport and metabolism,F,adenine deaminase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pura,b4177,M9_glucose,21626.66548,1.6996980320699961,metabolism,nucleotide transport and metabolism,F,adenylosuccinate synthetase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,frma,b0356,M9_glucose,2402.006584,0.15693735805182898,poorly characterized,general function prediction only,R,S-(hydroxymethyl)glutathione dehydrogenase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,adhe,b1241,M9_glucose,19306.25456,3.080714871267939,metabolism,energy production and conversion,C,aldehyde/alcohol dehydrogenase AdhE,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,adhp,b1478,M9_glucose,412.7063243,0.024238572591198437,metabolism,carbohydrate transport and metabolism,G,ethanol dehydrogenase / alcohol dehydrogenase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,adia,b4117,M9_glucose,0.0,0.0,metabolism,amino acid transport and metabolism,E,"arginine decarboxylase, degradative",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,adic,b4115,M9_glucose,0.0,0.0,metabolism,amino acid transport and metabolism,E,arginine:agmatine antiporter,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,adk,b0474,M9_glucose,11182.63757,0.4378311249451932,metabolism,nucleotide transport and metabolism,F,adenylate kinase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fold,b0529,M9_glucose,8020.4513019999995,0.41331823776401805,metabolism,coenzyme transport and metabolism,H,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,msck,b0465,M9_glucose,116.32557620000001,0.024565274572629782,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"potassium dependent, small conductance mechanosensitive channel",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,agar,b3131,M9_glucose,82.56632093,0.004053141062619654,information storage and processing,transcription,K,DNA-binding transcriptional repressor AgaR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,agav,b3133,M9_glucose,24.070178,0.0006826966817712799,metabolism,carbohydrate transport and metabolism,G,N-acetyl-D-galactosamine specific PTS enzyme IIB component,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,agp,b1002,M9_glucose,1811.0099079999998,0.13733572694109222,Not Assigned,Not Assigned,Not Assigned,glucose-1-phosphatase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ahpc,b0605,M9_glucose,78104.15985,2.691723967992111,cellular processes and signaling,defense mechanisms,V,"alkyl hydroperoxide reductase, AhpC component",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ahpf,b0606,M9_glucose,5078.213838000001,0.47356283917036124,cellular processes and signaling,defense mechanisms,V,"alkyl hydroperoxide reductase, AhpF component",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alka,b2068,M9_glucose,0.0,0.0,information storage and processing,"Replication, recombination, and repair",L,DNA-3-methyladenine glycosylase 2,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,aidb,b4187,M9_glucose,349.7719869,0.03517985657920986,metabolism,lipid transport and metabolism,I,putative acyl-CoA dehydrogenase AidB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ais,b2252,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alas,b2697,M9_glucose,5192.9271100000005,0.8278207125376833,information storage and processing,"translation, ribosomal structure and biogenesis",J,alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alda,b1415,M9_glucose,7322.476056,0.6353945328529782,metabolism,energy production and conversion,C,aldehyde dehydrogenase A,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,aldb,b3588,M9_glucose,221.5175377,0.02070479235304209,metabolism,energy production and conversion,C,aldehyde dehydrogenase B,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,puuc,b1300,M9_glucose,27581.297430000002,2.4457864435058623,metabolism,energy production and conversion,C,&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,allr,b0506,M9_glucose,2576.3097510000002,0.1251782534435382,information storage and processing,transcription,K,DNA-binding transcriptional repressor AllR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,dadx,b1190,M9_glucose,79.73498386,0.005141527043749221,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,alanine racemase 2,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alr,b4053,M9_glucose,169.1721178,0.010995169240850845,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,alanine racemase 1,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,lrp,b0889,M9_glucose,11104.20115,0.34814357821928305,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator Lrp,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alsb,b4088,M9_glucose,199.23941409999998,0.010884568735931455,metabolism,carbohydrate transport and metabolism,G,D-allose ABC transporter periplasmic binding protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alsr,b4089,M9_glucose,50.05115448,0.0026887940657277214,information storage and processing,transcription,K,DNA-binding transcriptional repressor AlsR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rpod,b3067,M9_glucose,2623.1537280000002,0.3059556796481703,information storage and processing,transcription,K,"RNA polymerase, sigma 70 (sigma D) factor",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amia,b2435,M9_glucose,0.0,0.0,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase A,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amib,b4169,M9_glucose,58.23250939,0.004638516358711389,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase B,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amic,b2817,M9_glucose,18.95329065,0.001435758012766686,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase C,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amid,b0867,M9_glucose,41.63557968,0.0021475432148161536,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase D,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amn,b1982,M9_glucose,1271.759484,0.11398996454204278,metabolism,nucleotide transport and metabolism,F,AMP nucleosidase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ampc,b4150,M9_glucose,89.15062308,0.006149873865902717,cellular processes and signaling,defense mechanisms,V,&beta;-lactamase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ampd,b0110,M9_glucose,359.18435800000003,0.012244508559974082,Not Assigned,Not Assigned,Not Assigned,"1,6-anhydro-N-acetylmuramoyl-L-alanine amidase",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amph,b0376,M9_glucose,33.55989606,0.0023313838297568,cellular processes and signaling,defense mechanisms,V,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cysq,b4214,M9_glucose,1553.0412199999998,0.07006104400323519,metabolism,inorganic ion transport and metabolism,P,EG10043-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,amya,b1927,M9_glucose,913.4902177000001,0.0858870262509151,metabolism,carbohydrate transport and metabolism,G,ALPHA-AMYL-CYTO-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,anmk,b1640,M9_glucose,0.0,0.0,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,anhydro-N-acetylmuramic acid kinase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,osme,b1739,M9_glucose,23522.21242,0.4693824557313612,Not Assigned,Not Assigned,Not Assigned,osmotically-inducible lipoprotein OsmE,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ansa,b1767,M9_glucose,500.44618110000005,0.03084290850706151,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,L-asparaginase 1,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ansb,b2957,M9_glucose,13.61307736,0.0008327481528969775,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,L-asparaginase 2,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nhar,b0020,M9_glucose,58.99835393,0.003357681279785959,information storage and processing,transcription,K,DNA-binding transcriptional activator NhaR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,apah,b0049,M9_glucose,391.4631258,0.020337691603949916,cellular processes and signaling,signal transduction mechanisms,T,diadenosine tetraphosphatase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
