,gene_name,b_number,condition,reported_tot_per_cell,reported_fg_per_cell,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,go_terms,corrected_volume,tot_per_cell,fg_per_cell,dataset,dataset_name,strain
0,accb,b3255,glucose_minimal,4055.0,0.11232520309999999,metabolism,coenzyme transport and metabolism,H,biotin carboxyl carrier protein,0.49,GO:0009305; GO:0005829; GO:0005515; GO:0006631; GO:0006629; GO:0009317; GO:0005737; GO:0006633; GO:0003989,0.5372640050256902,3957.0487234443362,0.10961191159987195,valgepea_2013,Valgepea et al. 2013,MG1655
0,accc,b3256,glucose_minimal,945.0,0.07736985269999999,metabolism,lipid transport and metabolism,I,biotin carboxylase,0.11,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,0.32411215171614943,1326.634220244026,0.10861533778524828,valgepea_2013,Valgepea et al. 2013,MG1655
0,accc,b3256,glucose_minimal,1255.0,0.1027504393,metabolism,lipid transport and metabolism,I,biotin carboxylase,0.21,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,0.37021710475679415,1524.165535306425,0.12478779148896799,valgepea_2013,Valgepea et al. 2013,MG1655
0,accc,b3256,glucose_minimal,1748.0,0.14311375928,metabolism,lipid transport and metabolism,I,biotin carboxylase,0.31,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,0.42288048729051664,1801.3433872753947,0.14748113495832418,valgepea_2013,Valgepea et al. 2013,MG1655
0,accc,b3256,glucose_minimal,2029.0,0.16612003294,metabolism,lipid transport and metabolism,I,biotin carboxylase,0.4,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,0.4766534005426988,2017.6111834400974,0.16518759795622542,valgepea_2013,Valgepea et al. 2013,MG1655
0,accc,b3256,glucose_minimal,2472.0,0.20238970992,metabolism,lipid transport and metabolism,I,biotin carboxylase,0.49,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,0.5372640050256902,2412.2871626028113,0.19750084914357718,valgepea_2013,Valgepea et al. 2013,MG1655
0,accd,b2316,glucose_minimal,733.0,0.040545543159999996,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &beta;,0.11,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,0.32411215171614943,1029.0189242739375,0.05691968786712919,valgepea_2013,Valgepea et al. 2013,MG1655
0,accd,b2316,glucose_minimal,880.0,0.0486767776,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &beta;,0.21,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,0.37021710475679415,1068.7375865096844,0.059116706603741666,valgepea_2013,Valgepea et al. 2013,MG1655
0,accd,b2316,glucose_minimal,1126.0,0.06228414951999999,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &beta;,0.31,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,0.42288048729051664,1160.3619302471936,0.06418486319789699,valgepea_2013,Valgepea et al. 2013,MG1655
0,accd,b2316,glucose_minimal,1230.0,0.0680368596,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &beta;,0.4,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,0.4766534005426988,1223.0959860183934,0.06765496738053413,valgepea_2013,Valgepea et al. 2013,MG1655
0,accd,b2316,glucose_minimal,1493.0,0.08258457836,metabolism,lipid transport and metabolism,I,acetyl-CoA carboxyltransferase subunit &beta;,0.49,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,0.5372640050256902,1456.9355719118112,0.0805896918312273,valgepea_2013,Valgepea et al. 2013,MG1655
0,acea,b4015,glucose_minimal,32244.0,2.5436169508799997,metabolism,energy production and conversion,C,isocitrate lyase,0.11,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,0.32411215171614943,45265.60190216758,3.570845809767381,valgepea_2013,Valgepea et al. 2013,MG1655
0,acea,b4015,glucose_minimal,46553.0,3.6724041655599993,metabolism,energy production and conversion,C,isocitrate lyase,0.21,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,0.37021710475679415,56537.43280089243,4.460041323396256,valgepea_2013,Valgepea et al. 2013,MG1655
0,acea,b4015,glucose_minimal,37785.0,2.9807271581999997,metabolism,energy production and conversion,C,isocitrate lyase,0.31,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,0.42288048729051664,38938.0777392453,3.071689448338529,valgepea_2013,Valgepea et al. 2013,MG1655
0,acea,b4015,glucose_minimal,23737.0,1.8725293252399997,metabolism,energy production and conversion,C,isocitrate lyase,0.4,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,0.4766534005426988,23603.763756193985,1.8620187816282716,valgepea_2013,Valgepea et al. 2013,MG1655
0,acea,b4015,glucose_minimal,14040.0,1.1075667407999998,metabolism,energy production and conversion,C,isocitrate lyase,0.49,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,0.5372640050256902,13700.854273035382,1.080812714626891,valgepea_2013,Valgepea et al. 2013,MG1655
0,aceb,b4014,glucose_minimal,6202.0,0.6205401176800001,metabolism,energy production and conversion,C,MALATE-SYNTHASE,0.11,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,0.32411215171614943,8706.651252860791,0.8711425980407862,valgepea_2013,Valgepea et al. 2013,MG1655
0,aceb,b4014,glucose_minimal,7992.0,0.79963828128,metabolism,energy production and conversion,C,MALATE-SYNTHASE,0.21,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,0.37021710475679415,9706.080444756135,0.9711403259272039,valgepea_2013,Valgepea et al. 2013,MG1655
0,aceb,b4014,glucose_minimal,8284.0,0.82885429456,metabolism,energy production and conversion,C,MALATE-SYNTHASE,0.31,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,0.42288048729051664,8536.801270131218,0.8541482851947758,valgepea_2013,Valgepea et al. 2013,MG1655
0,aceb,b4014,glucose_minimal,7252.0,0.7255976996800001,metabolism,energy production and conversion,C,MALATE-SYNTHASE,0.4,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,0.4766534005426988,7211.294382606006,0.7215249056445429,valgepea_2013,Valgepea et al. 2013,MG1655
0,aceb,b4014,glucose_minimal,6674.0,0.66776600216,metabolism,energy production and conversion,C,MALATE-SYNTHASE,0.49,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,0.5372640050256902,6512.785001299013,0.6516356612593727,valgepea_2013,Valgepea et al. 2013,MG1655
0,acee,b0114,glucose_minimal,4254.0,0.70381953552,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.11,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,0.32411215171614943,5971.959759701678,0.9880540536477118,valgepea_2013,Valgepea et al. 2013,MG1655
0,acee,b0114,glucose_minimal,6050.0,1.0009657239999998,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.21,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,0.37021710475679415,7347.57090725408,1.2156473773257712,valgepea_2013,Valgepea et al. 2013,MG1655
0,acee,b0114,glucose_minimal,7359.0,1.21753830792,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.31,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,0.42288048729051664,7583.573219084456,1.254693695495518,valgepea_2013,Valgepea et al. 2013,MG1655
0,acee,b0114,glucose_minimal,8539.0,1.4127679863199998,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.4,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,0.4766534005426988,8491.070426513057,1.4048380920677073,valgepea_2013,Valgepea et al. 2013,MG1655
0,acee,b0114,glucose_minimal,10114.0,1.6733499723199998,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.49,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,0.5372640050256902,9869.68946705697,1.6329290682723725,valgepea_2013,Valgepea et al. 2013,MG1655
0,acef,b0115,glucose_minimal,2556.0,0.28044268416,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.11,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,0.32411215171614943,3588.2297004695556,0.3936982662685114,valgepea_2013,Valgepea et al. 2013,MG1655
0,acef,b0115,glucose_minimal,3148.0,0.34539654527999997,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.21,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,0.37021710475679415,3823.1658208323706,0.4194753070356024,valgepea_2013,Valgepea et al. 2013,MG1655
0,acef,b0115,glucose_minimal,4135.0,0.45368955359999996,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.31,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,0.42288048729051664,4261.187017382012,0.4675347123874632,valgepea_2013,Valgepea et al. 2013,MG1655
0,acef,b0115,glucose_minimal,4574.0,0.50185635264,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.4,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,0.4766534005426988,4548.326048819618,0.4990394231478173,valgepea_2013,Valgepea et al. 2013,MG1655
0,acef,b0115,glucose_minimal,6478.0,0.71076201408,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.49,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,0.5372640050256902,6321.519514296525,0.6935930753361255,valgepea_2013,Valgepea et al. 2013,MG1655
0,acek,b4016,glucose_minimal,57.0,0.00640567938,cellular processes and signaling,signal transduction mechanisms,T,isocitrate dehydrogenase kinase/phosphatase,0.11,GO:0016788; GO:0005515; GO:0070262; GO:0005829; GO:0016791; GO:0016787; GO:0016740; GO:0016310; GO:0016301; GO:0004721; GO:0000166; GO:0006006; GO:0016208; GO:0018105; GO:0004722; GO:0004674; GO:0050790; GO:0006099; GO:0005737; GO:0005524; GO:0008772; GO:0006097,0.32411215171614943,80.01920693535394,0.008992585681925434,valgepea_2013,Valgepea et al. 2013,MG1655
0,acek,b4016,glucose_minimal,69.0,0.00775424346,cellular processes and signaling,signal transduction mechanisms,T,isocitrate dehydrogenase kinase/phosphatase,0.21,GO:0016788; GO:0005515; GO:0070262; GO:0005829; GO:0016791; GO:0016787; GO:0016740; GO:0016310; GO:0016301; GO:0004721; GO:0000166; GO:0006006; GO:0016208; GO:0018105; GO:0004722; GO:0004674; GO:0050790; GO:0006099; GO:0005737; GO:0005524; GO:0008772; GO:0006097,0.37021710475679415,83.79874257860027,0.009417331182555574,valgepea_2013,Valgepea et al. 2013,MG1655
0,acek,b4016,glucose_minimal,53.0,0.00595615802,cellular processes and signaling,signal transduction mechanisms,T,isocitrate dehydrogenase kinase/phosphatase,0.31,GO:0016788; GO:0005515; GO:0070262; GO:0005829; GO:0016791; GO:0016787; GO:0016740; GO:0016310; GO:0016301; GO:0004721; GO:0000166; GO:0006006; GO:0016208; GO:0018105; GO:0004722; GO:0004674; GO:0050790; GO:0006099; GO:0005737; GO:0005524; GO:0008772; GO:0006097,0.42288048729051664,54.61739103294961,0.006137920974195828,valgepea_2013,Valgepea et al. 2013,MG1655
0,acek,b4016,glucose_minimal,35.0,0.0039333119,cellular processes and signaling,signal transduction mechanisms,T,isocitrate dehydrogenase kinase/phosphatase,0.49,GO:0016788; GO:0005515; GO:0070262; GO:0005829; GO:0016791; GO:0016787; GO:0016740; GO:0016310; GO:0016301; GO:0004721; GO:0000166; GO:0006006; GO:0016208; GO:0018105; GO:0004722; GO:0004674; GO:0050790; GO:0006099; GO:0005737; GO:0005524; GO:0008772; GO:0006097,0.5372640050256902,34.154551250444335,0.003838300082072359,valgepea_2013,Valgepea et al. 2013,MG1655
0,acka,b2296,glucose_minimal,1584.0,0.11382845760000002,metabolism,energy production and conversion,C,acetate kinase,0.11,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,0.32411215171614943,2223.6916453614144,0.1597975948039748,valgepea_2013,Valgepea et al. 2013,MG1655
0,acka,b2296,glucose_minimal,1567.0,0.11260681380000001,metabolism,energy production and conversion,C,acetate kinase,0.21,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,0.37021710475679415,1903.081588705313,0.136758107278588,valgepea_2013,Valgepea et al. 2013,MG1655
0,acka,b2296,glucose_minimal,1761.0,0.1265479254,metabolism,energy production and conversion,C,acetate kinase,0.31,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,0.42288048729051664,1814.7401058306464,0.1304097646411384,valgepea_2013,Valgepea et al. 2013,MG1655
0,acka,b2296,glucose_minimal,1637.0,0.11763711180000001,metabolism,energy production and conversion,C,acetate kinase,0.4,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,0.4766534005426988,1627.8114870830161,0.11697681239786746,valgepea_2013,Valgepea et al. 2013,MG1655
0,acka,b2296,glucose_minimal,1821.0,0.13085960940000002,metabolism,energy production and conversion,C,acetate kinase,0.49,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,0.5372640050256902,1777.0125093445465,0.1276986067390122,valgepea_2013,Valgepea et al. 2013,MG1655
0,acna,b1276,glucose_minimal,1457.0,0.23624354573999998,metabolism,energy production and conversion,C,aconitate hydratase 1,0.11,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,0.32411215171614943,2045.4032369265033,0.3316494942756283,valgepea_2013,Valgepea et al. 2013,MG1655
0,acna,b1276,glucose_minimal,1719.0,0.27872522658,metabolism,energy production and conversion,C,aconitate hydratase 1,0.21,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,0.37021710475679415,2087.681717284259,0.3385046885846297,valgepea_2013,Valgepea et al. 2013,MG1655
0,acna,b1276,glucose_minimal,2076.0,0.33661057031999997,metabolism,energy production and conversion,C,aconitate hydratase 1,0.31,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,0.42288048729051664,2139.3529015925164,0.3468828517922947,valgepea_2013,Valgepea et al. 2013,MG1655
0,acna,b1276,glucose_minimal,1541.0,0.24986362661999997,metabolism,energy production and conversion,C,aconitate hydratase 1,0.4,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,0.4766534005426988,1532.3503369547511,0.2484611372121305,valgepea_2013,Valgepea et al. 2013,MG1655
0,acna,b1276,glucose_minimal,1348.0,0.21856986935999997,metabolism,energy production and conversion,C,aconitate hydratase 1,0.49,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,0.5372640050256902,1315.4381453028273,0.21329016585311547,valgepea_2013,Valgepea et al. 2013,MG1655
0,acnb,b0118,glucose_minimal,6572.0,1.02001830096,metabolism,energy production and conversion,C,AcnB,0.11,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,0.32411215171614943,9226.074175072737,1.4319483421467782,valgepea_2013,Valgepea et al. 2013,MG1655
0,acnb,b0118,glucose_minimal,10769.0,1.6714207369199998,metabolism,energy production and conversion,C,AcnB,0.21,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,0.37021710475679415,13078.676214912262,2.0298979141114986,valgepea_2013,Valgepea et al. 2013,MG1655
0,acnb,b0118,glucose_minimal,11401.0,1.7695113586799998,metabolism,energy production and conversion,C,AcnB,0.31,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,0.42288048729051664,11748.92217295582,1.8235112040428583,valgepea_2013,Valgepea et al. 2013,MG1655
0,acnb,b0118,glucose_minimal,9093.0,1.4112943412399999,metabolism,energy production and conversion,C,AcnB,0.4,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,0.4766534005426988,9041.960813711587,1.4033727185862734,valgepea_2013,Valgepea et al. 2013,MG1655
0,acnb,b0118,glucose_minimal,7847.0,1.2179068179599999,metabolism,energy production and conversion,C,AcnB,0.49,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,0.5372640050256902,7657.450390349619,1.1884874523508684,valgepea_2013,Valgepea et al. 2013,MG1655
