,gene_name,b_number,condition,reported_tot_per_cell,reported_fg_per_cell,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,go_terms,corrected_volume,dataset,dataset_name,strain
0,cra,b0080,M9_minimal_glucose_30C,28.733,0.00181242994322,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator Cra,0.2772588722239781,GO:0000986; GO:0042802; GO:2000142; GO:0009750; GO:0005829; GO:0006355; GO:0003677,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,mraz,b0081,M9_minimal_glucose_30C,5.859,0.00016909519284,information storage and processing,"translation, ribosomal structure and biogenesis",J,DNA-binding transcriptional repressor MraZ,0.2772588722239781,GO:0009295; GO:0006355; GO:0005737; GO:0003677; GO:0000976; GO:0043565; GO:2000143; GO:0003700; GO:0045892; GO:0005829,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,rsmh,b0082,M9_minimal_glucose_30C,20.017,0.00115893385716,information storage and processing,"translation, ribosomal structure and biogenesis",J,16S rRNA m4C1402 methyltransferase,0.2772588722239781,GO:0032259; GO:0016740; GO:0008168; GO:0006364; GO:0005829; GO:0042803; GO:0071424; GO:0070475; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,mure,b0085,M9_minimal_glucose_30C,31.721999999999998,0.0028090160908799994,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-NACMURALGLDAPLIG-MONOMER,0.2772588722239781,GO:0000287; GO:0005515; GO:0071555; GO:0005829; GO:0016881; GO:0016874; GO:0009058; GO:0051301; GO:0008360; GO:0007049; GO:0005737; GO:0005524; GO:0000166; GO:0008765; GO:0009252,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,murf,b0086,M9_minimal_glucose_30C,19.117,0.00150569353634,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-NACMURALGLDAPAALIG-MONOMER,0.2772588722239781,GO:0071555; GO:0016874; GO:0009058; GO:0008766; GO:0005829; GO:0051301; GO:0008360; GO:0007049; GO:0005524; GO:0000166; GO:0047480; GO:0009252; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,murg,b0090,M9_minimal_glucose_30C,12.39,0.0007777562309999999,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,NACGLCTRANS-MONOMER,0.2772588722239781,GO:0005515; GO:0005975; GO:0071555; GO:0016758; GO:0016757; GO:0016740; GO:0030259; GO:0051991; GO:0005886; GO:0051301; GO:0016020; GO:0008360; GO:0007049; GO:0050511; GO:0009252,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,ftsa,b0094,M9_minimal_glucose_30C,58.922,0.0044337508716,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein FtsA,0.2772588722239781,GO:0043093; GO:0016020; GO:0005886; GO:0005829; GO:0032153; GO:0005515; GO:0009898; GO:0042802; GO:0005524; GO:0051301; GO:0007049,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,seca,b0098,M9_minimal_glucose_30C,71.319,0.01207845603942,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,protein translocation ATPase,0.2772588722239781,GO:0008270; GO:0015031; GO:0005737; GO:0070678; GO:0006886; GO:0031522; GO:0061077; GO:0005887; GO:0015462; GO:0016020; GO:0046872; GO:0017038; GO:0005829; GO:0042802; GO:0043952; GO:0005886; GO:0065002; GO:0006605; GO:0005524; GO:0005515; GO:0000166,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,mutt,b0099,M9_minimal_glucose_30C,3.8680000000000003,9.584447576000001e-05,metabolism,nucleotide transport and metabolism,F,8-oxo-dGTP diphosphatase,0.2772588722239781,GO:0005515; GO:0046872; GO:0016787; GO:0035539; GO:0044716; GO:0044715; GO:0005829; GO:0030145; GO:0008413; GO:0006974; GO:0006281; GO:0006260; GO:0000287,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yacg,b0101,M9_minimal_glucose_30C,21.951999999999998,0.00026623297792,information storage and processing,"Replication, recombination, and repair",L,DNA gyrase inhibitor YacG,0.2772588722239781,GO:2000372; GO:0005829; GO:0046872; GO:0006355; GO:0008657; GO:0008270,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,guac,b0104,M9_minimal_glucose_30C,67.47800000000001,0.004187511936320001,metabolism,nucleotide transport and metabolism,F,GMP reductase,0.2772588722239781,GO:0006163; GO:1902560; GO:0016491; GO:0009117; GO:0003824; GO:0005829; GO:0042802; GO:0015951; GO:0055114; GO:0046872; GO:0005515; GO:0003920; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,hofb,b0107,M9_minimal_glucose_30C,0.774,6.50321766e-05,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,T2SSE family protein,0.2772588722239781,GO:0005829; GO:0005524; GO:0000166,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,nadc,b0109,M9_minimal_glucose_30C,39.117,0.0021273749156399996,metabolism,coenzyme transport and metabolism,H,quinolinate phosphoribosyltransferase (decarboxylating),0.2772588722239781,GO:0034213; GO:0005829; GO:0019363; GO:0016763; GO:0016757; GO:0016740; GO:0003824; GO:0009435; GO:0005737; GO:0034628; GO:0004514,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,acee,b0114,M9_minimal_glucose_30C,843.19,0.1395048411272,metabolism,energy production and conversion,C,pyruvate dehydrogenase E1 component,0.2772588722239781,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,acef,b0115,M9_minimal_glucose_30C,850.6569999999999,0.09333354161951998,metabolism,energy production and conversion,C,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.2772588722239781,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,lpd,b0116,M9_minimal_glucose_30C,485.277,0.04083221615616,metabolism,energy production and conversion,C,lipoamide dehydrogenase,0.2772588722239781,GO:0005623; GO:0022900; GO:0009055; GO:0006979; GO:0016668; GO:0016491; GO:0045454; GO:0042802; GO:0008270; GO:0015036; GO:0006103; GO:0006090; GO:0055114; GO:0005886; GO:0005829; GO:0050660; GO:0016020; GO:0006096; GO:0005515; GO:0004148; GO:0045250; GO:0005960; GO:0045248; GO:0019464; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,acnb,b0118,M9_minimal_glucose_30C,231.593,0.035944780641239994,metabolism,energy production and conversion,C,AcnB,0.2772588722239781,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yacl,b0119,M9_minimal_glucose_30C,3.867,8.949676524e-05,poorly characterized,function unknown,S,UPF0231 family protein YacL,0.2772588722239781,GO:0005829; GO:0005515,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,sped,b0120,M9_minimal_glucose_30C,48.701,0.00245640243332332,metabolism,amino acid transport and metabolism,E,"S-adenosylmethionine decarboxylase proenzyme // ""&beta; cleavage product of SpeD"" // ""&alpha; cleavage product of SpeD""",0.2772588722239781,GO:0005829; GO:0016831; GO:0016829; GO:0008152; GO:0006596; GO:0003824; GO:0006557; GO:0008295; GO:0004014,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,cueo,b0123,M9_minimal_glucose_30C,0.6609999999999999,6.205663656e-05,metabolism,inorganic ion transport and metabolism,P,multicopper oxidase CueO,0.2772588722239781,GO:0042597; GO:0016722; GO:0010273; GO:0016724; GO:0016682; GO:0046688; GO:0004322; GO:0046872; GO:0016491; GO:0030288; GO:0055114; GO:0005507,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yadg,b0127,M9_minimal_glucose_30C,11.415999999999999,0.0006565800523199998,cellular processes and signaling,defense mechanisms,V,putative ABC transporter ATP-binding protein YadG,0.2772588722239781,GO:0005515; GO:0043190; GO:0010165; GO:0005886; GO:0016887; GO:0006810; GO:0005524; GO:0000166,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yade,b0130,M9_minimal_glucose_30C,1.944,0.00014946035759999998,metabolism,carbohydrate transport and metabolism,G,putative polysaccharide deacetylase lipoprotein YadE,0.2772588722239781,GO:0016810; GO:0005975; GO:0003824,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,panc,b0133,M9_minimal_glucose_30C,53.306999999999995,0.00279609501276,metabolism,coenzyme transport and metabolism,H,pantothenate synthetase,0.2772588722239781,GO:0042803; GO:0042802; GO:0016874; GO:0015940; GO:0009058; GO:0005737; GO:0003824; GO:0005829; GO:0033317; GO:0005524; GO:0005515; GO:0000166; GO:0004592,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,htre,b0139,M9_minimal_glucose_30C,1.275,0.00020212363349999995,cellular processes and signaling,extracellular structures,W,putative fimbrial usher protein HtrE,0.2772588722239781,GO:0005515; GO:0007155; GO:0055085; GO:0009297; GO:0043711; GO:0015473; GO:0016021; GO:0016020; GO:0009279,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,pcnb,b0143,M9_minimal_glucose_30C,26.676,0.0023855242413599997,information storage and processing,"translation, ribosomal structure and biogenesis",J,poly(A) polymerase I,0.2772588722239781,GO:0043631; GO:0016779; GO:0016740; GO:0006396; GO:0016020; GO:0005886; GO:0005829; GO:0005524; GO:0000166; GO:0006397; GO:0006378; GO:0006276; GO:0003723; GO:0004652; GO:0009451; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,gluq,b0144,M9_minimal_glucose_30C,2.26,0.0001308107888,Not Assigned,Not Assigned,Not Assigned,glutamyl-Q tRNAAsp synthetase,0.2772588722239781,GO:0006424; GO:0004818; GO:0005829; GO:0006400; GO:0000166; GO:0043039; GO:0002097; GO:0046872; GO:0016874; GO:0008270; GO:0005524; GO:0004812,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,thpr,b0147,M9_minimal_glucose_30C,1.557,5.152181508e-05,information storage and processing,"translation, ribosomal structure and biogenesis",J,"RNA 2',3'-cyclic phosphodiesterase",0.2772588722239781,GO:0008081; GO:0016787; GO:0004113; GO:0005829; GO:0008664,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,mrcb,b0149,M9_minimal_glucose_30C,0.945,0.0001479158604,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"PBP1B&gamma; // ""peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB""",0.2772588722239781,GO:0051518; GO:0004180; GO:0071723; GO:0010165; GO:0006508; GO:0005887; GO:0030288; GO:0071555; GO:0009274; GO:0016787; GO:0016757; GO:0016740; GO:0008233; GO:0008152; GO:0003824; GO:0005515; GO:0005886; GO:0008144; GO:0009002; GO:0046677; GO:0016021; GO:0016020; GO:0008658; GO:0008360; GO:0008955; GO:0009252,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,fhua,b0150,M9_minimal_glucose_30C,3.905,0.0005327283785999999,metabolism,inorganic ion transport and metabolism,P,ferrichrome outer membrane transporter/phage receptor,0.2772588722239781,GO:0044718; GO:0038023; GO:0015344; GO:0005515; GO:0019904; GO:0015891; GO:0048037; GO:0016020; GO:0005506; GO:0055072; GO:0046790; GO:0015643; GO:0016021; GO:0006811; GO:0009279,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,fhuc,b0151,M9_minimal_glucose_30C,11.085,0.0005315341746,metabolism,inorganic ion transport and metabolism,P,iron(III) hydroxamate ABC transporter ATP binding subunit,0.2772588722239781,GO:0033214; GO:0015711; GO:0015625; GO:0015623; GO:0005623; GO:0015687; GO:0015344; GO:0043190; GO:0055072; GO:0005886; GO:0016887; GO:0016020; GO:0006811; GO:0005524; GO:0000166,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,erpa,b0156,M9_minimal_glucose_30C,199.33900000000003,0.004003923154000001,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,iron-sulfur cluster insertion protein ErpA,0.2772588722239781,GO:0106035; GO:0097428; GO:0005829; GO:0051536; GO:0005506; GO:0005198; GO:0046872; GO:0009060; GO:0009061; GO:0016226; GO:0051604; GO:0051537; GO:0051539,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,cdar,b0162,M9_minimal_glucose_30C,0.642,4.655810964e-05,information storage and processing,transcription,K,DNA-binding transcriptional activator CdaR,0.2772588722239781,GO:0045893; GO:0003700,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yaeh,b0163,M9_minimal_glucose_30C,150.126,0.00376206147936,Not Assigned,Not Assigned,Not Assigned,DUF3461 domain-containing protein YaeH,0.2772588722239781,no ontology,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,glnd,b0167,M9_minimal_glucose_30C,7.718,0.0013118083932000001,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,PII uridylyltransferase / uridylyl removing enzyme,0.2772588722239781,GO:0008081; GO:0005515; GO:0016787; GO:0006808; GO:0016779; GO:0016740; GO:0008152; GO:0003824; GO:0006807; GO:0005829; GO:0008773; GO:0006464,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,map,b0168,M9_minimal_glucose_30C,124.971,0.00608477050566,information storage and processing,"translation, ribosomal structure and biogenesis",J,methionine aminopeptidase,0.2772588722239781,GO:0043022; GO:0046872; GO:0016787; GO:0008235; GO:0008233; GO:0004177; GO:0005829; GO:0008198; GO:0070006; GO:0070084; GO:0006508,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,tsf,b0170,M9_minimal_glucose_30C,726.7260000000001,0.03670124726268,information storage and processing,"translation, ribosomal structure and biogenesis",J,protein chain elongation factor EF-Ts,0.2772588722239781,GO:0005085; GO:0005829; GO:0008270; GO:0006412; GO:0005515; GO:0006414; GO:0003746; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,pyrh,b0171,M9_minimal_glucose_30C,136.925,0.0059028641350000015,metabolism,nucleotide transport and metabolism,F,UMP kinase,0.2772588722239781,GO:0046940; GO:0006225; GO:0016740; GO:0016301; GO:0009041; GO:0005737; GO:0003824; GO:0044210; GO:0005829; GO:0042802; GO:0016310; GO:0008152; GO:0033862; GO:0000166; GO:0005524; GO:0006221,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,frr,b0172,M9_minimal_glucose_30C,8.957,0.00030687344818,information storage and processing,"translation, ribosomal structure and biogenesis",J,ribosome-recycling factor,0.2772588722239781,GO:0006415; GO:0005515; GO:0043023; GO:0002184; GO:0005829; GO:0006412; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,upps,b0174,M9_minimal_glucose_30C,21.068,0.00099476859872,metabolism,lipid transport and metabolism,I,"ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]",0.2772588722239781,GO:0030145; GO:0004659; GO:0042803; GO:0002094; GO:0071555; GO:0046872; GO:0016765; GO:0016740; GO:0005829; GO:0000287; GO:0051301; GO:0009252; GO:0008360; GO:0007049; GO:0016094; GO:0008834; GO:0043164; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,skp,b0178,M9_minimal_glucose_30C,20.347,0.0005974302417600001,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,periplasmic chaperone Skp,0.2772588722239781,GO:0042802; GO:0022417; GO:0006457; GO:0061077; GO:0009279; GO:0042597; GO:0030288; GO:0032978; GO:0043165; GO:0050821; GO:0051082; GO:0001530; GO:0005515,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,lpxd,b0179,M9_minimal_glucose_30C,96.296,0.005760723311679999,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,0.2772588722239781,GO:0005515; GO:0103118; GO:0043764; GO:0005829; GO:0016747; GO:0016746; GO:0016740; GO:0006629; GO:0005737; GO:0042802; GO:0016410; GO:0046677; GO:0009245,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,fabz,b0180,M9_minimal_glucose_30C,169.29,0.0047866375062,metabolism,lipid transport and metabolism,I,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase,0.2772588722239781,GO:0008659; GO:0004317; GO:0019171; GO:0016836; GO:0016829; GO:0006629; GO:0042802; GO:0047451; GO:0005829; GO:0009245; GO:0006633; GO:0008693; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,lpxb,b0182,M9_minimal_glucose_30C,13.027999999999999,0.0009165734753599998,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipid A disaccharide synthase,0.2772588722239781,GO:0005829; GO:0031234; GO:0042802; GO:0016757; GO:0016740; GO:0006629; GO:0019897; GO:0005543; GO:0005515; GO:0008915; GO:0009245; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,dnae,b0184,M9_minimal_glucose_30C,8.149,0.0017572555753599998,information storage and processing,"Replication, recombination, and repair",L,DNA polymerase III subunit &alpha;,0.2772588722239781,GO:0090305; GO:0071897; GO:0005829; GO:0044776; GO:0016779; GO:0016740; GO:0003824; GO:0003677; GO:0003676; GO:0006260; GO:0005515; GO:0003887; GO:0005737,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,ldcc,b0186,M9_minimal_glucose_30C,8.881,0.0011880948514,metabolism,amino acid transport and metabolism,E,lysine decarboxylase 2,0.2772588722239781,GO:0042802; GO:0005829; GO:0016831; GO:0016829; GO:0006520; GO:0003824; GO:0005737; GO:0006554; GO:0005515; GO:0008923,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yaer,b0187,M9_minimal_glucose_30C,30.764,0.00075259265288,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,VOC domain-containing protein YaeR,0.2772588722239781,GO:0046872; GO:0005829,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,yaeq,b0190,M9_minimal_glucose_30C,8.472999999999999,0.00029363876286,poorly characterized,function unknown,S,uncharacterized protein YaeQ,0.2772588722239781,no ontology,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
0,arfb,b0191,M9_minimal_glucose_30C,0.526,1.3641378679999998e-05,Not Assigned,Not Assigned,Not Assigned,"peptidyl-tRNA hydrolase, ribosome rescue factor",0.2772588722239781,GO:0005829; GO:0016787; GO:0006417; GO:0006415; GO:0003747; GO:0005737; GO:0043022; GO:0072344; GO:0004045,0.4048610424728093,taniguichi_2010,Taniguichi et al. 2010,DY330
